A,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
162,1.605518484,1.2937971568,1.0080387507,0.7694336463,0.6084296767,0.5697771895,0.6224958853,0.7428985648,0.8708669441,0.9095142441,0.7058622391,0.5589111195,0.4902328561,0.5292422827,0.6669071019,0.9136691056,1.22277365,1.5213631869,0.5236752134,0.3234318634,0.1332867325,0.0391541923,0.1531230187,0.3146697378,0.4763313071,0.3123686486,0.1680064584,0.1382680184,0.2214895588,0.3800887927,0.4368291786,0.1661171691,0.1143504319,0.1766411395,0.3934947622,0.1266962642,0.0342393479,0.1658455137,0.0991441417,0.3950282397,0.356441782,0.4016738142,0.3802218959,0.6348516852,1.8644510724,0.5794488909,1.7017425192,0.4908746341,1.4416150408,0.4869612083,1.4301219769,0.5734529539,1.6841334754,1.4209948136,1.2589655032,1.3970325275,1.6940693738,1.8425732554,52,4,0.9970370305,52,14,0.9630756943,45,13,0.9573626324,42,11,0.9650937238,5.81735658237943E-05,7.9652574441373E-05,0.0001101939,0.0001472074,0.0001736006,0.0001555042,0.000089198,-0.000000493,-8.31481929566002E-05,3.53155698419448E-05,0.0001684723,0.0002299024,0.0002008379,0.0001423993,9.04311465210099E-05,5.93082525930279E-05,0.000040773,-2.06250982405995E-05,-1.72465449607042E-05,-1.37234131429391E-05,-1.13187865294971E-05,-0.000008096,-4.85013095353574E-06,-1.65162816403325E-06,-5.23086966346677E-06,-0.000008859,-1.18797264811775E-05,-1.48062062518775E-05,-1.80842291054817E-05,-1.9223208102249E-05,-1.39052202150935E-05,-1.13187865294971E-05,-8.2869165558731E-06,-3.3349054324572E-06,-8.66845060867599E-06,-1.16930970895202E-05,-1.42672633887003E-05,0
163,1.3004863353,1.0436585154,0.8219026947,0.6635293331,0.5819434225,0.5323626196,0.5059453279,0.6365574051,0.7968710727,0.8476203276,0.6728009424,0.5122971553,0.4802659073,0.5019249162,0.5754801762,0.7343791319,0.9484902513,1.2007945628,0.5050975249,0.3083300251,0.1944047053,0.1235844811,0.2012971262,0.3182787026,0.495046766,0.3169292782,0.1765492588,0.1238993466,0.1747748493,0.3130950658,0.4157350816,0.1263900348,0.0264823888,0.1395744442,0.4075956149,0.1479752433,0.0279148888,0.1263900348,0.2473265453,0.2363636364,0.255193979,0.2538749352,0.2357410113,0.5858728752,2.4128734855,0.4971049849,2.0472895884,0.4151184205,1.7096340733,0.4187897856,1.7247543153,0.524087397,2.1584146287,1.8310109656,1.4934971818,1.5977713142,2.0400612028,2.4261972686,56,15,0.96345864,56,13,0.9726817022,53,18,0.9405617797,51,16,0.9495137265,8.20578018106422E-05,0.0001047564,0.0001273561,0.0001367712,0.000121657,9.0722261036027E-05,3.05875195906814E-05,-4.14621982911256E-05,-9.10267427601345E-05,3.73362624875797E-05,0.0001702757,0.0002139979,0.000190436,0.0001479028,0.0001024438,6.9865910227513E-05,4.64820566629856E-05,-0.000025852,-0.000021148,-1.65162948854568E-05,-1.30718532960702E-05,-0.000009542,-4.4998365229845E-06,8.23294434247595E-07,-0.000004251,-9.03515026174325E-06,-1.28216704692982E-05,-1.65162948854568E-05,-0.000020927,-2.39012684384011E-05,-1.65162948854568E-05,-1.30718532960702E-05,-9.28859028131675E-06,-1.55219788743581E-06,-9.03515026174325E-06,-1.28216704692982E-05,-1.65162948854568E-05,0
164,0.9847334976,0.7677040552,0.5974252721,0.4930138338,0.4760109357,0.4952333492,0.5404000725,0.6151358914,0.7786230319,0.7948325765,0.6279389176,0.5511021029,0.5182351197,0.4873946661,0.5032033683,0.5895176979,0.7599238034,0.9709617821,0.50714141,0.3613662889,0.2123507433,0.1358882602,0.2172193548,0.3523610862,0.4928586108,0.3737183089,0.271494838,0.2285481085,0.2657025351,0.3901459136,0.4571520115,0.1566391044,0.0505024742,0.163178488,0.4285277035,0.1763975588,0.1073697329,0.1763975588,0.3643185621,0.2810764955,0.3175374042,0.3088867539,0.3094206986,0.5774441702,2.66334857,0.5296203573,2.4427705639,0.446194055,2.0579830217,0.4239495802,1.9553847222,0.5104630681,2.3544113054,2.1600886338,1.9061752998,1.9879981771,2.3064384058,2.4308557812,70,19,0.9624585864,70,32,0.8893932809,55,25,0.8907235428,55,25,0.8907235428,6.40365890435026E-05,8.25515110273201E-05,9.63991027314725E-05,9.04291830757429E-05,6.43163799531979E-05,3.08880956147915E-05,-3.869681749324E-06,-3.77355569574691E-05,-6.34312722906936E-05,4.31103650497178E-05,0.0001189704,0.0001336163,0.0001201167,8.97202139620157E-05,5.80283308242777E-05,0.000034271,2.01827042531477E-05,-0.000020745,-1.87584460454014E-05,-1.58320525458337E-05,-1.33516610363446E-05,-1.08462641905884E-05,-7.51740218944935E-06,-4.75772239890412E-06,-7.51740218944935E-06,-1.07188201655298E-05,-0.000013474,-1.60571079075746E-05,-1.89471570208614E-05,-2.01838640661312E-05,-1.58320525458337E-05,-1.33516610363446E-05,-1.08462641905884E-05,-5.87325868953992E-06,-1.08462641905884E-05,-1.33516610363446E-05,-1.59448550934425E-05,0
165,1.0421494197,0.8027016238,0.6097290579,0.5041838791,0.5130688603,0.585205736,0.654846251,0.7501353265,0.9026941113,0.9631686397,0.8157900132,0.6811149138,0.5714701803,0.493496756,0.4878121975,0.5846021198,0.7798116437,1.0237264366,0.5125869438,0.3698303217,0.2336293776,0.1598792087,0.2379714677,0.3668589791,0.4874501847,0.3757964756,0.2726791243,0.2438337123,0.2874290344,0.4061384661,0.4621685559,0.169108414,0.05941864,0.169108414,0.4201532326,0.177262843,0.1092398405,0.1844850695,0.4036970792,0.2862039167,0.2862039167,0.3131257293,0.3131257293,0.5699691789,2.4701260783,0.5442574907,2.3586970506,0.4715701203,2.0436853344,0.4479382197,1.9412696667,0.5306803385,2.2998565393,1.8974042285,1.7051489741,1.8532370822,2.1152107193,2.1813529304,59,19,0.9467281386,59,29,0.8708632257,47,22,0.8836833897,46,21,0.8897122578,8.45065724799785E-05,0.0001108087,0.0001299641,0.0001128954,6.97565130554821E-05,2.74945069073172E-05,-9.94726881747934E-06,-3.92003840158374E-05,-6.35405418332424E-05,3.64602019186817E-05,0.0001078194,0.0001696886,0.0001742157,0.0001294675,7.76149044740142E-05,4.29278867601373E-05,2.35883928997787E-05,-2.54192568567641E-05,-2.31743572426488E-05,-1.99870732253437E-05,-1.73166651451045E-05,-1.4486894414123E-05,-1.09322515490604E-05,-8.20257121439293E-06,-1.10941524342827E-05,-1.46469018777075E-05,-1.76226980350692E-05,-2.05511757967792E-05,-2.35366003289153E-05,-2.47886354600163E-05,-2.01292126725897E-05,-1.73166651451045E-05,-1.46469018777075E-05,-9.48022380442426E-06,-1.46469018777075E-05,-1.74699354864597E-05,-2.02706171232547E-05,0
166,1.9396860765,1.5552710132,1.1748645044,0.8649353777,0.6516488521,0.5516912248,0.5981496626,0.7797556463,0.9519096992,0.9429480067,0.7758896294,0.633200913,0.6054976123,0.7167964633,0.9130216266,1.2061653724,1.5486604071,1.9331394936,0.4891511708,0.3090612689,0.2108495842,0.1411709789,0.2323992985,0.3469883909,0.5108492744,0.3476674295,0.2155510709,0.1632511666,0.2019947692,0.3166004565,0.4019410451,0.1214107328,0.0217186121,0.158113883,0.4240694585,0.158113883,0.0242821466,0.1238151391,0.3042544243,0.4980725032,0.4789447298,0.4865042554,0.46790481,0.6708766944,1.6502900664,0.6902503482,1.6979473314,0.6568080284,1.6156825447,0.609069394,1.4982502434,0.6168000056,1.5172667805,1.551674034,1.5252854574,1.610329902,1.7821527365,1.7650452162,46,13,0.9592352814,46,15,0.9453397785,42,20,0.8793421577,45,20,0.8958064165,7.30705384799022E-05,9.83774466311933E-05,0.0001364173,0.0001797307,0.0001927389,0.0001445103,4.36095509140187E-05,-5.25812230826149E-05,-0.0001130208,0.0001085588,0.0002390837,0.0002502513,0.000182725,0.0001153955,6.78301116338008E-05,4.12993219785121E-05,2.47336267603124E-05,-2.5561118266789E-05,-2.22756974223462E-05,-1.91236186625436E-05,-1.68612655074051E-05,-1.41203493004376E-05,-1.04844949024258E-05,-0.000006866,-1.02703704840256E-05,-1.3694367157442E-05,-1.66526169344946E-05,-1.91236186625436E-05,-2.22756974223462E-05,-2.41393529047191E-05,-1.91236186625436E-05,-1.68612655074051E-05,-1.39074622409891E-05,-8.56154908737216E-06,-1.39074622409891E-05,-1.66526169344946E-05,-1.91236186625436E-05,0
167,1.6232346407,1.3356530756,1.0943097964,0.8737737105,0.71100588,0.6204128708,0.5973222143,0.6648353186,0.809766785,0.7909691733,0.5975374526,0.5484654976,0.6371819656,0.7489956127,0.9279671425,1.1676816763,1.4092037192,1.6631453013,0.4722019808,0.3366459205,0.2905867072,0.2316566625,0.3210035699,0.4100118656,0.5278363669,0.3561955473,0.1823784378,0.0740708989,0.1532614429,0.2942512493,0.3806282172,0.1507233594,0.1022674775,0.2002998181,0.445292566,0.2055801071,0.1207207956,0.1702221135,0.3056827118,0.3499594245,0.3499594245,0.3650333824,0.3491623658,0.6017469536,1.4674105574,0.617517918,1.5058693804,0.6216409969,1.5159238552,0.6554640113,1.5984041206,0.6886377972,1.6793011877,1.7451631048,1.5746454194,1.4698123556,1.4848966404,1.5591151862,54,25,0.8863776255,54,8,0.9889651795,51,21,0.9112901991,57,20,0.9364214839,7.05254595053695E-05,8.94146521015284E-05,0.0001066082,0.0001173319,0.0001078099,7.3547156702687E-05,1.9046846189204E-05,-0.000045592,-9.69080545667931E-05,9.83391692197414E-05,0.000181137,0.0001639829,0.0001320589,9.59417158276947E-05,6.65835608761915E-05,0.000046766,3.16034283951919E-05,-2.45376903082065E-05,-2.17025446081914E-05,-1.87122539594752E-05,-1.65390987510479E-05,-1.34197652505741E-05,-9.7173160237081E-06,-6.75309192064737E-06,-1.00695929205332E-05,-1.35952497122396E-05,-1.67091541388192E-05,-1.92006352170563E-05,-2.17025446081914E-05,-2.31647412202686E-05,-1.87122539594752E-05,-1.65390987510479E-05,-1.35952497122396E-05,-8.3141376061065E-06,-1.35952497122396E-05,-1.65390987510479E-05,-1.88756533658059E-05,0
168,1.6510231496,1.2960837072,0.9704469562,0.7338526202,0.5889935831,0.5560756948,0.646712625,0.8173714894,0.9658425454,0.9428422909,0.7687761802,0.6318842725,0.6188915466,0.700331229,0.8405156386,1.0608928959,1.3598213469,1.6980308836,0.4997460138,0.3225700877,0.1659409396,0.06461889,0.1805957614,0.3320518572,0.5003102525,0.3394466311,0.202957481,0.1502358677,0.2108660888,0.3504072469,0.4254620357,0.1381026411,0.0212465602,0.1491048413,0.4261246463,0.1487259211,0.0150235868,0.1491048413,0.2148425437,0.2087947885,0.2087947885,0.233151295,0.2100796917,0.6888091804,1.9952248241,0.6618745457,1.9172051731,0.5802311458,1.6807145123,0.504789851,1.4621890508,0.5137196092,1.4880552497,1.5419191914,1.4892116973,1.6172150801,1.854468456,1.947536754,47,6,0.9918180443,47,14,0.9546057138,40,19,0.8799857953,41,17,0.9099882003,0.000082799,0.000112437,0.0001537698,0.0001897669,0.0001878044,0.0001263259,2.96705784982002E-05,-4.85936763106758E-05,-0.0001050641,9.30782794159425E-05,0.0002163029,0.0002330815,0.0001874418,0.0001318684,8.34207374216831E-05,5.16156173569999E-05,3.08596359469719E-05,-2.74212879022478E-05,-2.43705155994768E-05,-2.1218721770633E-05,-1.86714166750688E-05,-1.58367214717994E-05,-1.2536273456521E-05,-9.23478176091241E-06,-1.27432655178941E-05,-1.62458939617132E-05,-1.92678432632482E-05,-2.17912669555879E-05,-2.4901166928309E-05,-2.62738970467719E-05,-2.14102757690753E-05,-1.88707366278126E-05,-1.60414481590295E-05,-1.06751278147579E-05,-1.60414481590295E-05,-1.90695506898625E-05,-2.16011288921959E-05,1
169,1.466560762,1.1625081611,0.8780369287,0.6372529879,0.4520766436,0.4085191971,0.5272726049,0.6949924082,0.8752753792,0.8271552846,0.6378654368,0.5268280866,0.5107971276,0.6103365776,0.7865026953,1.020102513,1.3014574475,1.6036857197,0.3539259371,0.1427678641,0.0988018815,0.2139237567,0.3269730306,0.4802218672,0.6460766767,0.4489564454,0.2906858147,0.1573402514,0.0800234249,0.1845242519,0.2829255321,0.1612621053,0.2444223561,0.3562352499,0.5680549715,0.2862186656,0.1351817727,0.0450605909,0.0565851064,0.3204268753,0.3173895852,0.2946881527,0.3140014178,0.6092345078,2.3837184123,0.520377993,2.036054405,0.3796927341,1.4856029161,0.3721673597,1.4561587966,0.509389044,1.9930585474,1.8512876069,1.4712269569,1.506523009,1.9596073406,2.2757371194,56,14,0.9682458366,56,10,0.983926951,47,11,0.9722263539,46,12,0.965374057,4.6393637507176E-05,6.57645812579035E-05,9.52018729143149E-05,0.0001405103,0.0001985216,0.0002214289,0.0001400888,1.8438099786996E-05,-8.54691258675823E-05,4.4946907525554E-05,0.0001606619,0.0001926664,0.0001649516,0.0001235608,8.68184595416965E-05,6.08305529253597E-05,4.34617472072684E-05,0.000002451,7.27078015987455E-06,1.08425941283408E-05,0.000013144,1.55452974620076E-05,1.79352496071913E-05,2.01953817611742E-05,1.75603209175991E-05,1.49688952331337E-05,1.23426159567849E-05,9.80370095477926E-06,6.33337597262851E-06,4.02579922889897E-06,1.0499632863617E-05,1.29856020182816E-05,1.55452974620076E-05,1.92296350187792E-05,1.51145155673577E-05,1.25047627930016E-05,1.01533118413941E-05,1
170,1.528155789,1.2402756474,0.9938897361,0.7799738911,0.6343509022,0.6001333778,0.6609881173,0.7971157433,0.9756939362,0.9218459259,0.7615130851,0.6567364778,0.6201736729,0.6503410878,0.7696441753,0.9320631218,1.149709496,1.42267729,0.4904603513,0.3459734721,0.2201499146,0.1131622349,0.2133807565,0.3432639607,0.5095792037,0.3549810709,0.2150413322,0.1323589713,0.1944082698,0.3316691822,0.4059363849,0.1555266158,0.0188603725,0.1535123101,0.4149281948,0.167103326,0.038881654,0.1523493213,0.2453661251,0.1846792138,0.1846792138,0.1816980905,0.182604321,0.5764935224,3.030577808,0.4859058218,2.5543659086,0.3588409971,1.8863968459,0.3372643616,1.7729702935,0.4899252867,2.5754958968,2.3025707825,1.6147822445,1.722280115,2.1608420088,2.6103421634,53,12,0.9740309056,53,14,0.9644813524,51,16,0.9495137265,50,15,0.9539392014,7.02891819360462E-05,9.18464583806438E-05,0.0001155715,0.0001353953,0.0001314401,0.000084108,1.7449563760906E-05,-4.13255564564643E-05,-8.11912913522084E-05,0.000073216,0.0001492553,0.0001757682,0.000156508,0.0001177486,8.10591662851165E-05,5.29037271046397E-05,3.25593645810862E-05,-2.36954888002308E-05,-2.10421223343622E-05,-1.7768265845649E-05,-1.48228143731205E-05,-1.17727888492847E-05,-8.10967685186843E-06,-4.5084969281452E-06,-7.91764819508094E-06,-1.1387583915929E-05,-1.46345517654428E-05,-1.7768265845649E-05,-2.08772985877167E-05,-2.23268502894609E-05,-1.7768265845649E-05,-1.48228143731205E-05,-1.17727888492847E-05,-6.38958022657687E-06,-1.15802481359964E-05,-1.46345517654428E-05,-1.7588489705164E-05,1
171,1.8026736333,1.4449265054,1.1242288293,0.8798474257,0.7489572548,0.7235197435,0.7570721971,0.8246787586,0.9778583014,0.9870153945,0.8365315265,0.7266410684,0.6397669882,0.6470657826,0.7907035956,1.0583304635,1.3974305136,1.7604985046,0.5000848632,0.3998698442,0.3193081238,0.2340293106,0.3141273966,0.3905642776,0.4999717091,0.3612120469,0.2127539187,0.1386985859,0.2043434661,0.3405724434,0.4043723911,0.1808408309,0.0744638716,0.171527693,0.4154153062,0.1902928899,0.0752198693,0.171527693,0.3724712939,0.3400858171,0.3589228647,0.364812603,0.364812603,0.6936427728,1.659023481,0.703267259,1.6820428926,0.6529672574,1.5617376189,0.6218159277,1.4872312742,0.6070255513,1.4518563194,1.4225910577,1.4568939283,1.6115531645,1.7381501621,1.6942268895,47,22,0.8836833897,47,13,0.9609863652,44,20,0.8907235428,43,21,0.8726354902,7.71018472584559E-05,0.0001017857,0.0001293188,0.0001406384,0.000115082,0.000062716,6.11471199706494E-06,-4.65799319373863E-05,-8.78321508640409E-05,8.42452082101726E-05,0.0001684348,0.0002091264,0.0001790004,0.0001143327,6.20559271883486E-05,3.36131282482362E-05,1.62053781774169E-05,-2.67432227162456E-05,-2.46113272391311E-05,-2.16027450292873E-05,-1.89133146459308E-05,-1.62996776236967E-05,-1.28636850220523E-05,-9.99731727051284E-06,-0.000012672,-1.59207275135645E-05,-1.87294071966118E-05,-2.16027450292873E-05,-0.000024291,-2.53954559527992E-05,-2.16027450292873E-05,-1.89133146459308E-05,-1.62996776236967E-05,-1.1522744470083E-05,-1.59207275135645E-05,-1.87294071966118E-05,-0.000021428,1
172,1.4144123042,1.1675040384,0.9486487305,0.7806931985,0.6607690666,0.5798871358,0.5936198461,0.7270006433,0.874436816,0.9333650104,0.7443217071,0.5731426154,0.5291998383,0.6213811186,0.7676832555,0.9419086897,1.1785665106,1.4598213665,0.5144770086,0.3056358714,0.1298652625,0.0349002406,0.1690466874,0.3195729372,0.4855255218,0.2969282762,0.1642680074,0.1197298561,0.1909112609,0.3409907798,0.4365482178,0.1258346071,0.0306095359,0.156078621,0.4094132705,0.135859452,0.0096795852,0.1464787032,0.1530476796,0.2792903867,0.2827599656,0.265592581,0.2679257964,0.5066466153,12.1975607318,0.3288567722,7.917255006,0.1843936277,4.4392924068,0.2833540428,6.8217728902,0.4967492373,11.9592805069,2.7912093567,1.4243448213,1.9947643889,3.5959308884,4.6419513589,51,3,0.998268397,51,12,0.9719242142,54,15,0.9606453592,50,16,0.9474175426,8.1664718411952E-05,0.0001066,0.0001352584,0.0001586527,0.0001674694,0.000152146,0.000088043,-0.000006304,-8.65771978096257E-05,0.000041097,0.0001791912,0.0002303129,0.0001927782,0.0001477112,0.0001092982,7.81574807000954E-05,5.57868993135826E-05,-3.08648802958815E-05,-2.5900508818035E-05,-2.10459130125831E-05,-1.72305914839141E-05,-1.30162132746991E-05,-8.48840204960811E-06,-3.77248347014637E-06,-0.000009617,-1.44295729952108E-05,-1.86107173360678E-05,-2.23653457451087E-05,-0.000026861,-2.915278587083E-05,-2.13118923672138E-05,-1.75079223348565E-05,-1.32992871582083E-05,-5.97123050384275E-06,-1.38648928245626E-05,-1.80606843425981E-05,-2.18407646473764E-05,1
173,1.8958635884,1.5252343409,1.1558684731,0.8556606069,0.6514609492,0.6132330161,0.6801468753,0.8140723537,0.989454084,0.9063314604,0.7536305136,0.6464533536,0.6693314284,0.7593581879,0.963708629,1.2224151282,1.5531995153,1.9049835621,0.4940928132,0.3185629076,0.1528893146,0.0151013301,0.1948598303,0.3523823465,0.5059509037,0.3729753401,0.2270227712,0.1392273843,0.2106080679,0.3564041881,0.4186365446,0.1633458601,0.0755066505,0.1925049423,0.4304541369,0.1761102588,0.0440275647,0.1910183954,0.1510133011,0.4039368182,0.3858238983,0.3701166051,0.3701166051,0.595994376,3.0655146244,0.5607195769,2.8840776567,0.4349998596,2.2374345883,0.3806004832,1.957629794,0.4694552389,2.4146568463,2.3277508401,1.8810344994,1.8968985728,2.2383004493,2.4684468284,46,1,0.9997636772,46,13,0.9592352814,43,21,0.8726354902,45,18,0.916515139,6.49397042685741E-05,8.72017917434914E-05,0.0001211998,0.0001635486,0.0001870427,0.0001430958,5.42629218252766E-05,-0.000037444,-0.0001080632,0.0001032909,0.0002132164,0.000214299,0.0001673326,0.0001083534,6.50914898292035E-05,3.82887939015159E-05,2.16673481393674E-05,-2.42611388883167E-05,-2.17775148919755E-05,-1.92559176151823E-05,-1.69352913835877E-05,-1.40202132800946E-05,-1.14034703001552E-05,-8.96088452201818E-06,-1.15783461165133E-05,-0.000014367,-1.72721198069326E-05,-1.99008880738282E-05,-2.23815600726144E-05,-2.32655035275268E-05,-1.95795221880598E-05,-1.69352913835877E-05,-1.41936920194698E-05,-1.01800899941644E-05,-0.000014367,-1.72721198069326E-05,-1.97404902108503E-05,1
174,1.6767458018,1.3482937284,1.0649053102,0.8946175866,0.8268074976,0.8346140645,0.861722216,0.9772064929,1.1226967776,1.0875472737,0.9497391507,0.819166448,0.7027859069,0.6204092503,0.6647533573,0.8753730653,1.1682735529,1.4908340414,0.5285011893,0.329556312,0.17805741,0.0833278744,0.2101199647,0.3368304262,0.4715125862,0.3257578412,0.203789592,0.1264248026,0.190498804,0.3350755814,0.4487343367,0.1415787535,0.0161870373,0.1720705664,0.3898354805,0.1638812619,0.0228919276,0.1594238283,0.2088692395,0.3187052458,0.2967994064,0.3044764069,0.3044764069,0.65720616,2.0579092099,0.6024268364,1.8863787505,0.540193783,1.6915084318,0.5080339544,1.590806382,0.5215907275,1.6332566966,1.5027185212,1.540818832,1.6424339434,1.8341353513,1.867441024,43,7,0.9866606249,43,11,0.9667260321,43,19,0.8970837917,38,17,0.8943497615,0.0001023679,0.0001312207,0.0001610213,0.0001692471,0.0001444686,9.39515951882535E-05,2.87669076812163E-05,-4.12227293485567E-05,-9.21564455944395E-05,6.46983749116983E-05,0.0001559206,0.0002355822,0.0002693801,0.0002172384,0.0001344686,0.000080363,4.61596030053553E-05,-3.317664235981E-05,-2.91993478103076E-05,-2.54985305013851E-05,-2.23104300683058E-05,-0.000018754,-1.53918688770206E-05,-1.22831517925149E-05,-1.59107043162073E-05,-1.92676019959153E-05,-2.30578378767522E-05,-2.62132916187298E-05,-0.000029641,-3.17701939312091E-05,-2.57377558352516E-05,-2.25602566644779E-05,-0.000019011,-1.40947353295509E-05,-1.92676019959153E-05,-2.28094001340289E-05,-0.000025976,1
175,1.480154614,1.1721718325,0.8915246554,0.6631544302,0.5465166879,0.5289899325,0.5865279875,0.6761034894,0.8293622,0.8194156673,0.6334978373,0.5654187809,0.5845158787,0.645509392,0.7699590549,0.9747519562,1.2359674175,1.5565071218,0.4758047897,0.4281560754,0.347333996,0.2815401294,0.369680301,0.4612199534,0.5242471376,0.4745154779,0.4013408253,0.3500370251,0.3736111573,0.4311176104,0.4175689257,0.2338063515,0.1750185126,0.2608620524,0.4664017919,0.2505413554,0.1565413166,0.2129192101,0.6313368668,0.2173399541,0.1956059587,0.196809699,0.1956059587,0.6524905705,1.7589170783,0.6673813931,1.7990582288,0.6191857584,1.6691373858,0.5820855001,1.569126319,0.5911691542,1.593613101,1.7549589681,1.588468401,1.6674828245,1.7591275226,1.800536529,51,29,0.822595175,51,36,0.7083290929,42,20,0.8793421577,48,21,0.8992184106,7.36318009716142E-05,9.55873827606407E-05,0.0001174898,0.000114585,0.000068741,0.00001198,-3.22540786193844E-05,-6.8792238550007E-05,-8.83623469869717E-05,0.0001155564,0.000247409,0.0001744703,0.0001060361,5.72289267654514E-05,2.71500980723193E-05,1.05851720506636E-05,1.45717272862118E-06,-2.50659021051137E-05,-0.000024038,-2.19806206171471E-05,-0.000020221,-0.000017964,-1.52023979770181E-05,-1.35357766824585E-05,-1.50746620409394E-05,-1.75947724641681E-05,-1.99911226552646E-05,-2.19806206171471E-05,-2.39472800165537E-05,-2.45661323293767E-05,-2.19806206171471E-05,-2.0106325532079E-05,-0.000017964,-1.43062106654065E-05,-1.77181745476995E-05,-1.99911226552646E-05,-2.19806206171471E-05,1
176,1.5071601136,1.1755174706,0.8752477072,0.6296317556,0.4805950208,0.4848139315,0.5849911791,0.7226266142,0.9048964058,0.9189930111,0.7712482925,0.6479627681,0.5536931968,0.5347492166,0.6363344328,0.8468664945,1.1420158732,1.4666133108,0.4821814382,0.3229320489,0.1660645324,0.0368464115,0.1691025501,0.3530580388,0.5179018406,0.3847981029,0.2377236124,0.1608737281,0.2028645098,0.333912663,0.4090615521,0.1632300188,0.0460580144,0.1576772427,0.4436895489,0.1752626975,0.0205977702,0.1292910075,0.1969215777,0.3776845338,0.3554677966,0.3402626758,0.3628496053,0.6081269683,2.999365254,0.5372766971,2.6499220411,0.4011567495,1.9785598708,0.3575818038,1.7636422881,0.4608668427,2.2730582048,2.382629446,1.8372219832,2.0046100714,2.5899212937,2.9649231408,54,4,0.9972527421,54,17,0.9491531132,44,17,0.9223465404,45,18,0.916515139,5.4886103529426E-05,7.84767431138632E-05,0.0001147017,0.0001576765,0.0001699448,0.0001149374,3.57428027211146E-05,-3.16038072020309E-05,-7.79118929067779E-05,3.47568213377527E-05,0.0001265003,0.0001899955,0.0001788439,0.0001230884,7.33875051027889E-05,4.33424416622683E-05,2.64218691632608E-05,-0.000015187,-1.2561889257187E-05,-9.5789206116216E-06,-6.63171123036039E-06,-3.80410028022491E-06,-0.000000114,3.10693472913186E-06,5.76647965897457E-07,-2.91933401403778E-06,-5.92729466361352E-06,-9.06606229453511E-06,-1.2239667291107E-05,-1.39783296518627E-05,-9.5789206116216E-06,-6.63171123036039E-06,-0.000003627,1.77037819954303E-06,-0.000003273,-6.27984496318755E-06,-9.06606229453511E-06,1
177,1.5596596647,1.2675257684,1.0073598865,0.8009428406,0.6514217548,0.5955363812,0.5937403388,0.6774084178,0.8754798308,0.8425325872,0.676422331,0.6117544467,0.6221410224,0.6661472998,0.7992743238,0.9820840809,1.2209238459,1.4981892476,0.4811320755,0.3490566038,0.2271998977,0.1226415094,0.2335739321,0.3669556668,0.5188679245,0.3706959001,0.2226495042,0.1427617542,0.2005687889,0.3409303962,0.3963387083,0.1555888915,0.0298328081,0.1762409594,0.4343722428,0.1762409594,0.0421899618,0.1524103247,0.2648239405,0.208254814,0.2073995545,0.2045086589,0.2036687841,0.5794949552,2.6811985491,0.5022905485,2.3239903604,0.3917960034,1.8127558599,0.369446963,1.7093516558,0.5075552907,2.3483491907,2.1352064681,1.5668888112,1.6389558741,2.0305711263,2.3720227879,53,13,0.9694515154,53,15,0.9591143417,50,17,0.9404254356,51,15,0.9557692241,6.73562203901542E-05,8.87082211488949E-05,0.0001130779,0.000130723,0.0001263163,0.000087347,2.60632539336389E-05,-4.61539107047702E-05,-9.20186481948091E-05,8.45539198932604E-05,0.0001656429,0.000173231,0.000148082,0.0001075236,7.10239098570371E-05,4.53811981726089E-05,2.77910713655461E-05,-0.000021359,-0.000019116,-1.62048988690704E-05,-0.000013596,-1.07272724459948E-05,-7.3124657717841E-06,-4.28536145013294E-06,-7.14238411640094E-06,-1.038618212374E-05,-1.326250770589E-05,-1.62048988690704E-05,-0.000019116,-2.01232909060719E-05,-1.62048988690704E-05,-1.34294327222236E-05,-1.05567809264746E-05,-5.78849717179863E-06,-1.05567809264746E-05,-1.326250770589E-05,-1.60454691931949E-05,1
