A,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
521,1.8013221322,1.5017031482,1.2340371817,1.0449382689,0.9111638939,0.7804251199,0.6117795135,0.4752123856,0.5887526127,0.7550218978,0.5116664686,0.5380028897,0.7650699229,0.9697520745,1.1678712479,1.3735059359,1.6133828721,1.9159635788,0.4720140606,0.2949118286,0.1842717333,0.1017394785,0.1906684451,0.3242687382,0.528056556,0.3129777338,0.2000378656,0.1588903709,0.2071676976,0.3056317308,0.3826586858,0.1172994106,0.0449409835,0.1389723164,0.4282677661,0.3801765492,0.3484737886,0.3552896703,0.0572887379,0.3604830381,0.3405196302,0.3754967787,0.3332610189,0.6339791995,1.5878230113,0.6875741628,1.7220534655,0.6439273653,1.6127385393,0.6184819026,1.5490094907,0.6456876949,1.6171473462,1.797815268,1.5835397858,1.5835397858,1.6661017966,1.5861848987,44,9,0.9788570667,44,14,0.9480297098,45,21,0.8844332774,50,20,0.916515139,7.53913937328432E-05,0.0001060937,0.0001446497,0.0001783236,0.0001973395,0.0002053501,0.000208975,0.0001523065,-0.0001200712,2.69860920428134E-05,0.0001770468,0.0001838337,0.0001733451,0.0001579204,0.0001371047,0.0001121012,8.65925316851036E-05,-1.33065609448009E-05,-0.000009926,-6.76354994973037E-06,-4.80257628612829E-06,-1.90974863906096E-06,1.70509449376144E-06,5.99330490699514E-06,1.25188915400527E-06,-2.13419740490875E-06,-5.02241328623776E-06,-7.19346145629542E-06,-1.01312791488016E-05,-1.17456466270207E-05,-6.76354994973037E-06,-4.58229767114816E-06,-1.90974863906096E-06,3.96875497759118E-06,-2.13419740490875E-06,-4.80257628612829E-06,-6.76354994973037E-06,3
522,1.0615278838,0.8701600582,0.7550495846,0.7028122571,0.6775331623,0.6661514863,0.6938736731,0.7971547406,0.9489464557,1.0145631213,0.8708054446,0.7303394795,0.6148901427,0.5419942829,0.516518645,0.5780526092,0.7164902666,0.9074528427,0.5400906199,0.3577220201,0.1766663133,0.0711068195,0.162878293,0.3173115846,0.4599435454,0.3323017746,0.2291219739,0.189782713,0.2418457944,0.3886658893,0.4842719802,0.15821255,0.0079007577,0.1379808016,0.396299991,0.1552252602,0.0636979451,0.1701875297,0.2608446857,0.0991119706,0.0799066253,0.0957826285,0.0957826285,0.5443789472,3.8163234041,0.4279089007,2.9998198144,0.3315098975,2.3240226077,0.353600051,2.4788837941,0.4943143518,3.4653497152,3.1061103909,2.366225265,2.5338780352,3.3485390749,3.846059807,63,10,0.9873220025,63,23,0.9309763999,51,18,0.935645513,46,20,0.9005354425,0.000073159,9.0533104770928E-05,9.81098761036433E-05,9.19375769126643E-05,7.58143466695488E-05,0.000050986,1.43328656550106E-05,-2.26052528762064E-05,-5.10802986396352E-05,2.08919273005325E-05,7.74312632087605E-05,0.0001322518,0.0001496765,0.0001295766,9.13959449643991E-05,5.80382254335965E-05,3.46308877240126E-05,-2.03921803489649E-05,-1.7130618838803E-05,-1.30166042428884E-05,-9.43137682088274E-06,-6.47193888100717E-06,-0.000002415,1.1231791947912E-06,-2.05248161957111E-06,-0.000005729,-9.24785494346261E-06,-1.28422794200103E-05,-1.69764129501013E-05,-0.00001946,-1.30166042428884E-05,-9.43137682088274E-06,-6.2861607971822E-06,-2.66568225156417E-07,-5.9146615849766E-06,-9.24785494346261E-06,-1.30166042428884E-05,3
523,1.2513555733,0.9825024749,0.7543011348,0.5833327942,0.5279095799,0.5795944414,0.6858118049,0.8564158203,1.0168848934,1.0172856186,0.8699514388,0.7228464701,0.6319254472,0.6098250605,0.6600370784,0.822758432,1.076715041,1.3621150115,0.4762258409,0.3464206197,0.2401958564,0.1808212204,0.2431937367,0.3576128728,0.5237758035,0.3676039816,0.2571326497,0.2197148443,0.2431937367,0.3448483546,0.3903092023,0.1405154381,0.0672946901,0.1534555037,0.4381912746,0.1504755015,0.0578890813,0.136261362,0.4001629955,0.4042290304,0.3850246649,0.3882901374,0.4072001545,0.6169224124,1.5958314073,0.6742591786,1.744147971,0.6808447124,1.761183179,0.6564067213,1.6979679143,0.6467616668,1.6730184543,1.7126243015,1.705123399,1.7394897797,1.7412227712,1.5843247223,52,19,0.9308566393,52,23,0.8968633705,42,25,0.8035493824,46,26,0.8249419983,9.31909337530091E-05,0.0001227267,0.0001502556,0.0001521418,0.0001035648,3.64791697087939E-05,-2.28280990376579E-05,-5.51326219129025E-05,-7.83626127905389E-05,0.000071514,0.0001504958,0.000187871,0.0001643384,0.0001189425,7.19288601505504E-05,4.05243719205786E-05,2.14915294269621E-05,-2.69111448188909E-05,-2.4473446353044E-05,-2.10575102577493E-05,-1.84752126471693E-05,-1.59804510196025E-05,-1.18541687641644E-05,-7.75210986611588E-06,-1.14599386920421E-05,-1.52001954468378E-05,-1.80964696576528E-05,-2.0877594502402E-05,-0.000024149,-2.5575358847902E-05,-2.0877594502402E-05,-1.82861065204515E-05,-1.57858191212756E-05,-9.4970572422073E-06,-1.55908871894015E-05,-1.82861065204515E-05,-2.0877594502402E-05,3
524,1.4683635393,1.1624329373,0.8744746322,0.6503673293,0.5136734965,0.4936186176,0.5904071324,0.7585647539,0.9221740141,0.9602308316,0.7893795347,0.6084452078,0.4906349078,0.4964947883,0.6207529009,0.8472350582,1.1359489402,1.4573525584,0.5000667393,0.3381632225,0.2281669529,0.1700656057,0.2434512026,0.3522136609,0.4999777516,0.3544803435,0.2459966914,0.2169714771,0.2590362131,0.3712791135,0.4150758692,0.1310549606,0.0573819987,0.1476582958,0.4246142159,0.1373544518,0.0471677124,0.1313940425,0.3868902679,0.3919691911,0.371906139,0.3658226998,0.3845442846,0.6199926314,1.5854630068,0.6317528592,1.6155366001,0.6256975802,1.6000518664,0.6256975802,1.6000518664,0.649189264,1.6601254764,1.6382207507,1.546868595,1.5850082487,1.6454494305,1.6241383627,53,18,0.9405617797,53,23,0.900931048,43,20,0.8852495958,45,20,0.8958064165,7.75034805976281E-05,0.0001030657,0.0001354789,0.0001564588,0.0001338172,7.04161319087725E-05,-5.3538137410341E-08,-5.2039782518524E-05,-8.63568505406901E-05,7.96837887500268E-05,0.0001987784,0.0002396906,0.0001738828,0.0001037417,5.50716398014264E-05,3.04582248069795E-05,1.52571972112618E-05,-2.89521440967219E-05,-2.62046658703586E-05,-2.28963351126934E-05,-2.06751069239848E-05,-1.81764424556173E-05,-1.44967239271993E-05,-1.1166647394454E-05,-1.46821474525866E-05,-1.83577371352972E-05,-2.08497959847463E-05,-0.000023392,-2.64984247601322E-05,-2.77692232593727E-05,-2.28963351126934E-05,-2.06751069239848E-05,-1.83577371352972E-05,-1.26427163352141E-05,-1.83577371352972E-05,-2.08497959847463E-05,-2.30623112800629E-05,3
525,1.5308823821,1.2078018254,0.9251839238,0.7261015269,0.6304803113,0.6561902798,0.7482445109,0.8844891414,1.0399816451,0.996740893,0.8451725876,0.7741064403,0.7660077649,0.7741064403,0.8355574081,1.0234241365,1.288906446,1.6118124154,0.4791759014,0.3633120719,0.2893631274,0.2187025437,0.2984050153,0.3913378799,0.5208244757,0.3637595926,0.1964986353,0.1046634934,0.1791762302,0.3261887986,0.3858955834,0.1854232422,0.1145584753,0.2000542226,0.4281321993,0.1682498916,0.0520720342,0.1548212881,0.3230145427,0.2799613873,0.2799613873,0.2453918839,0.2443841101,0.5450053934,1.8742039509,0.5567551051,1.9146097088,0.5204830572,1.7898747681,0.5260438102,1.8089974876,0.6099920174,2.0976846519,2.3102723845,1.8921885103,1.8094093689,1.9522604218,2.026987727,48,21,0.8992184106,48,10,0.9780578829,43,19,0.8970837917,47,19,0.9146461813,8.99558929692655E-05,0.0001200752,0.0001509543,0.0001551401,0.0001146363,4.96848818795939E-05,-1.04392345023132E-05,-5.40026369518839E-05,-8.81171993223132E-05,9.59193821739541E-05,0.0001592057,0.0001753466,0.0001606185,0.0001225889,7.74961098790693E-05,4.45354039179996E-05,2.41556206754473E-05,-2.72583762414124E-05,-2.47272213909328E-05,-2.15841310811783E-05,-1.88250921680826E-05,-1.59618557813424E-05,-1.17906810906886E-05,-8.4733333415499E-06,-1.17906810906886E-05,-1.55472291642321E-05,-1.86234478376743E-05,-2.15841310811783E-05,-2.45498495721674E-05,-2.57695435620667E-05,-2.15841310811783E-05,-1.88250921680826E-05,-1.57546707099094E-05,-1.03321695331529E-05,-1.57546707099094E-05,-1.88250921680826E-05,-2.15841310811783E-05,3
526,1.2575605159,1.0406112045,0.9005368664,0.7903459325,0.6943200064,0.5651455437,0.4596186391,0.5361441383,0.7391575422,0.6863359924,0.5257098353,0.4887079908,0.5423813247,0.5781493251,0.6202262575,0.7237003712,0.9038576955,1.1406958891,0.5112637442,0.3450366805,0.1897604929,0.0751858447,0.182005659,0.3392539949,0.4887658227,0.353932922,0.1916870447,0.0914675278,0.1650667508,0.3229492414,0.436337084,0.1607289781,0.0150371689,0.1477167473,0.4361427101,0.1669396671,0.016812066,0.1520539608,0.1660909597,0.2049288706,0.2039118476,0.2198242109,0.2198242109,0.5279095799,2.2870874996,0.4832555183,2.0936306085,0.4505665048,1.9520104579,0.4761852607,2.0629997988,0.5725983343,2.4806946918,2.5025938101,2.0353281194,1.9885485308,2.1673896407,2.2150788687,66,10,0.9884549352,66,12,0.983332166,57,25,0.8986841035,54,24,0.8958064165,5.28305857863908E-05,6.71432780575271E-05,7.74030913056434E-05,8.16488956373017E-05,7.94360664761035E-05,0.000073216,4.25006341200062E-05,-3.66977957240278E-05,-8.19540959802633E-05,3.47657677887424E-05,0.00011767,0.0001242218,0.000115956,9.7287675886586E-05,6.99503276064537E-05,4.46023842426094E-05,2.68184107709272E-05,-1.54197116689232E-05,-1.29416554008653E-05,-0.000010051,-7.34894430041027E-06,-4.84019181192424E-06,-1.56258873782949E-06,1.07464179692266E-06,-1.30541647219978E-06,-4.31088973543065E-06,-7.086459664157E-06,-9.79918949433528E-06,-1.25955112549278E-05,-1.4382486430924E-05,-0.000010051,-7.34894430041027E-06,-4.84019181192424E-06,2.12565782629896E-07,-4.44314481707186E-06,-7.21777843710609E-06,-9.92528247921462E-06,3
527,1.7222158393,1.4034400007,1.0843848076,0.8110199903,0.670309681,0.6050925436,0.5012860174,0.4903451398,0.7130870569,0.7226283836,0.5661695375,0.6014594123,0.666127636,0.7121643646,0.829127285,1.0893758424,1.4259051439,1.7620971317,0.496011489,0.3839235084,0.3511234416,0.2834233002,0.3609728104,0.4040886923,0.5042286935,0.364146591,0.215813212,0.1584168249,0.215813212,0.3701166051,0.3990399438,0.1779641337,0.0947961042,0.1704144826,0.4130740091,0.1924606347,0.115153263,0.1782717642,0.4416655897,0.4897415066,0.5089241902,0.4695545414,0.490256614,0.674419493,1.2412368027,0.7631722637,1.4045820299,0.7863855222,1.4473049213,0.8072394969,1.4856856638,0.7972486246,1.4672979415,1.420712408,1.4484586725,1.4481445754,1.4448424335,1.369353111,47,28,0.8031738761,47,14,0.9546057138,41,20,0.8729526911,45,20,0.8958064165,8.07343520260172E-05,0.0001045535,0.000135471,0.0001575462,0.0001328762,8.36019121845162E-05,2.56931343734735E-05,-7.63413945115662E-05,-0.0001454582,0.000217917,0.0002403652,0.000192488,0.0001428534,8.85583189694967E-05,4.73435439707395E-05,2.5022401489799E-05,1.11861570974967E-05,-2.36110551151207E-05,-2.18495405755676E-05,-1.93991987215371E-05,-1.7524797122904E-05,-0.000015737,-1.25295582403454E-05,-9.91579568199979E-06,-1.22216727485518E-05,-0.000014828,-1.69340925119435E-05,-1.91158805675624E-05,-2.15869384789056E-05,-2.24944288579257E-05,-1.93991987215371E-05,-1.73776680424984E-05,-1.54348896074172E-05,-1.12979028886024E-05,-1.52834893583573E-05,-1.72301675391349E-05,-1.91158805675624E-05,3
528,1.4783762763,1.1561405167,0.882757309,0.692293762,0.6281891234,0.6641322236,0.7501994574,0.8694444114,1.0111429696,1.010991846,0.8543163182,0.7183617458,0.5872052652,0.5058484482,0.549569919,0.7586384119,1.042051557,1.3634588616,0.5453835446,0.3658544039,0.2268069161,0.172760485,0.2301506874,0.3354993967,0.454623235,0.3392734119,0.2529242241,0.2229566937,0.2664569139,0.3843214335,0.4747897247,0.1595807893,0.0813705559,0.1540595287,0.3836582381,0.1455600754,0.0813705559,0.1579769216,0.3956831335,0.4109691985,0.3914446168,0.411914681,0.411914681,0.6666269309,1.4855627054,0.6905178322,1.5388030267,0.7002034682,1.5603872426,0.6833161552,1.5227542559,0.6770068686,1.5086941567,1.4834903082,1.5169917404,1.5349218645,1.5051831145,1.3633547079,49,17,0.937887779,49,22,0.8935420114,45,22,0.8723460634,39,20,0.8584958483,9.08015390230171E-05,0.0001161896,0.0001399445,0.0001395024,9.87821309346776E-05,4.1518408766705E-05,-0.000013868,-5.75006122474517E-05,-8.966426228365E-05,8.34616962693259E-05,0.000177685,0.0002466095,0.0002236718,0.0001387293,6.80435503258072E-05,0.0000342,1.45241092675376E-05,-3.26709267763575E-05,-2.97572168216699E-05,-2.63695799880694E-05,-0.0000239,-2.1683636773128E-05,-1.84426175070608E-05,-1.5735563646101E-05,-1.88278511172462E-05,-2.20581697730773E-05,-0.00002462,-2.70468334945549E-05,-3.00565280701407E-05,-3.17574573537192E-05,-2.6540179000361E-05,-0.000024081,-2.18711305420049E-05,-1.70901797718941E-05,-2.20581697730773E-05,-0.000024441,-2.6709929851235E-05,3
529,1.1654125441,0.9084337561,0.6841586423,0.510161233,0.4317383292,0.4492507056,0.5582561008,0.7198166573,0.8892373547,0.8938989963,0.7304548116,0.5722376424,0.4518364431,0.4157630841,0.4855597409,0.6559646885,0.8771519059,1.1338894521,0.4840660071,0.3098915062,0.1516076735,0.0876505542,0.1687112209,0.3300637294,0.5160521521,0.3585058554,0.2490536244,0.2221942328,0.2490536244,0.3407651784,0.4047887156,0.1122250348,0.0112225035,0.1279562268,0.4446717862,0.1635946948,0.1113801668,0.1575153425,0.3095865448,0.3464481305,0.363131544,0.3570859283,0.3570859283,0.6195537764,1.6429257526,0.6251301263,1.6577130547,0.5945204975,1.5765427844,0.5895468296,1.5633536677,0.6329043238,1.6783285843,1.6751090919,1.6172150801,1.6420694576,1.6977139958,1.6521949425,63,12,0.9816918156,63,27,0.9035079029,47,20,0.9049434178,49,23,0.8829921491,6.78066483418273E-05,9.10625073100637E-05,0.0001179726,0.0001349536,0.0001168385,6.31675471079303E-05,-6.01530968498545E-07,-4.30922722409077E-05,-7.19188988610726E-05,5.75141621863315E-05,0.0001511086,0.0001918131,0.0001544877,9.97008554543295E-05,5.80664851345835E-05,3.28047475168008E-05,1.76716319051541E-05,-2.49665035711716E-05,-2.21126038507898E-05,-1.84648039861804E-05,-1.62322262129052E-05,-1.37407169113063E-05,-0.000009492,-5.48222887760878E-06,-0.000009662,-1.37407169113063E-05,-1.6395162771176E-05,-1.89277752008738E-05,-2.21126038507898E-05,-2.37913844077561E-05,-1.86197986865305E-05,-1.62322262129052E-05,-1.37407169113063E-05,-6.96572861521315E-06,-1.37407169113063E-05,-1.62322262129052E-05,-1.87741266238871E-05,3
530,1.4069951647,1.1151967766,0.8688062882,0.7001238536,0.6216774737,0.6244606388,0.6824354159,0.804666249,0.9491284528,1.0306550775,0.8618694975,0.6790388939,0.540078877,0.4819554064,0.5395846763,0.739232775,1.0079717825,1.3225479001,0.5472758845,0.3489168911,0.2170991909,0.1605902851,0.2282806383,0.3380429118,0.4527471602,0.3332740425,0.2433645882,0.2170991909,0.2510980776,0.3880152092,0.4715093123,0.1439455458,0.0760285921,0.1649608871,0.3682605453,0.1436363176,0.07544149,0.1520571843,0.3776786648,0.3633961811,0.345226372,0.3707694748,0.3703068801,0.6097224095,1.6949585268,0.5884885152,1.6359307306,0.5738150804,1.595140261,0.5808372015,1.614660954,0.6221299433,1.7294500511,1.5353117825,1.5545976831,1.6222201786,1.7070755825,1.6222201786,53,17,0.9471622942,53,23,0.900931048,50,21,0.9075241044,43,21,0.8726354902,8.38131743613969E-05,0.0001064665,0.0001264375,0.0001271087,0.0001022237,5.68221292308451E-05,4.10315949525073E-06,-4.18255575326997E-05,-7.52013293278502E-05,4.11379199588399E-05,0.0001435194,0.000241673,0.0002222038,0.000143617,7.87602786155787E-05,4.55882369411644E-05,2.53186118280537E-05,-2.9177624387145E-05,-2.57961974916602E-05,-2.20405693019254E-05,-1.94471501260633E-05,-1.67464899202975E-05,-1.3192714835145E-05,-1.02287112664059E-05,-0.000013391,-1.67464899202975E-05,-1.98252732583497E-05,-2.23996926195518E-05,-2.61141148554925E-05,-2.80718882523838E-05,-2.20405693019254E-05,-1.94471501260633E-05,-1.67464899202975E-05,-1.2003710413683E-05,-0.000016942,-1.96364943921942E-05,-2.22205247040991E-05,3
531,1.2466932971,0.9759496524,0.7552639513,0.6189266428,0.6089966942,0.6454467693,0.6571476633,0.6947850588,0.8469755109,0.8064148005,0.6497916358,0.5964828391,0.5909536359,0.5736379495,0.6105988982,0.7552639513,0.9714141541,1.2274860084,0.5307490408,0.4321205316,0.3360707772,0.2658159532,0.3245949605,0.3958712982,0.4693181188,0.3926995191,0.2895987532,0.2477032217,0.2954768179,0.4318491275,0.4875341444,0.244527408,0.1682097294,0.2378844806,0.4155226335,0.1700582434,0.088409071,0.1790147248,0.5134580858,0.4007147827,0.4205568267,0.4282148799,0.4287001094,0.5481531644,2.5512524158,0.4726842998,2.2,0.4297129998,2,0.4535231164,2.1108186932,0.5402358184,2.5144029554,2.0667609545,1.8054629486,1.8054629486,2.0667609545,2.280868448,56,30,0.8443993155,56,28,0.8660254038,49,21,0.9035079029,46,19,0.9107113072,7.73805355926593E-05,0.000095697,0.0001030656,8.35561497326203E-05,4.56285471235764E-05,1.0383521527328E-05,-2.29779411764706E-05,-5.75561688214297E-05,-7.89798169072333E-05,0.000093422,0.0001759285,0.0001639054,0.0001300905,8.50653379347784E-05,4.5355587808418E-05,2.17723241610126E-05,8.08105821868275E-06,-2.55421416576763E-05,-2.40028439521231E-05,-2.14476601172219E-05,-1.92362125100723E-05,-1.72412162034322E-05,-1.4510915184817E-05,-1.26632971019793E-05,-1.46425631608941E-05,-1.73686306817666E-05,-1.95982025974659E-05,-0.000021886,-2.42778773284438E-05,-2.51416388928928E-05,-2.15582175276799E-05,-1.93573548436192E-05,-1.72412162034322E-05,-1.34554473549171E-05,-1.73686306817666E-05,-0.000019478,-2.16681333353563E-05,3
532,1.4623727556,1.1355231276,0.8578824397,0.6346205552,0.5251497449,0.5303477658,0.6310306988,0.776475822,0.9177956782,0.93989995,0.7682624391,0.6319131172,0.5382895869,0.5344537453,0.632455532,0.8286552505,1.1134142915,1.4339284775,0.4999785679,0.3252484296,0.1416333597,0.0092588624,0.1584861949,0.3430780216,0.5000642908,0.3770074146,0.2723113117,0.2316566625,0.2648099384,0.3732366744,0.4260082969,0.1582155095,0.0740708989,0.1669165151,0.4355603473,0.1826133103,0.1018474861,0.1699701192,0.2224055062,0.3859787453,0.3642156795,0.3748468487,0.3956092785,0.6269966814,1.9349418596,0.6033635368,1.8620088408,0.515587979,1.5911292555,0.4998061139,1.5424256621,0.5629189517,1.7371949096,1.8766595055,1.6260254822,1.6554032431,1.8259765145,1.8821308277,54,1,0.9998285175,54,25,0.8863776255,43,16,0.9281954439,43,17,0.9185310539,6.21667057348943E-05,8.61202613604694E-05,0.0001193995,0.0001566118,0.0001601783,0.0001113443,3.58343586927058E-05,-2.92498378750762E-05,-8.30056679145839E-05,5.20383436144376E-05,0.0001626633,0.0002125113,0.0001751542,0.0001142698,0.000066595,3.85267268194508E-05,2.32805749428989E-05,-0.000021913,-1.9228263262821E-05,-1.60937274364801E-05,-1.35853673382201E-05,-1.06395419127148E-05,-7.12272986007726E-06,-4.16831539525239E-06,-7.12272986007726E-06,-1.06395419127148E-05,-1.37558100649641E-05,-1.64191930458245E-05,-1.95254665147778E-05,-2.08214117190819E-05,-1.62567577119799E-05,-1.35853673382201E-05,-1.06395419127148E-05,-5.37630647968084E-06,-1.06395419127148E-05,-1.35853673382201E-05,-1.62567577119799E-05,3
533,1.8889016721,1.5173029368,1.1530784472,0.8505333268,0.6020993766,0.4989579046,0.6075238049,0.7816507647,0.9564656285,0.9073829669,0.755630808,0.6136203781,0.5531669647,0.6674023281,0.88620696,1.1756735099,1.5147643516,1.8755272655,0.4942572415,0.3518316202,0.2065183824,0.1010980721,0.2146084396,0.3814301496,0.5059893641,0.4334586893,0.3720520299,0.3482266929,0.3617343432,0.4144092371,0.404548274,0.1588602942,0,0.169987938,0.4274493347,0.1909630251,0.1235643104,0.1714661218,0.449324765,0.4236728185,0.4025433911,0.4267857513,0.4039926969,0.5371822417,2.2975092076,0.5346783895,2.2868003213,0.4851349221,2.0749046859,0.4836896311,2.0687232282,0.5663657196,2.4223258975,2.2463645844,1.9414506868,1.9699668096,2.2360679775,2.3402826917,44,10,0.9738311493,44,30,0.7315216791,45,22,0.8723460634,46,21,0.8897122578,7.25098505735367E-05,0.000095885,0.0001310477,0.0001720553,0.0001941019,0.0001309414,1.24092684646318E-05,-6.62598960192674E-05,-0.0001221195,0.0001534725,0.0002927769,0.0002471574,0.0001375238,7.15002968177896E-05,3.48115630968094E-05,1.66259029189923E-05,6.45136951227822E-06,-2.7372096008893E-05,-2.55337779919152E-05,-2.30905763741944E-05,-2.10920519558774E-05,-1.8843168530943E-05,-1.56875919071041E-05,-1.36673322347215E-05,-1.56875919071041E-05,-1.85155146739391E-05,-2.10920519558774E-05,-0.00002324,-2.56706049388976E-05,-2.63422950315838E-05,-0.00002324,-2.10920519558774E-05,-1.86795111019311E-05,-1.48466683876407E-05,-1.86795111019311E-05,-2.10920519558774E-05,-2.30905763741944E-05,3
534,1.5092308564,1.2136684709,0.93815897,0.7348364589,0.6357448171,0.6594913749,0.7466444221,0.8848548407,1.0508505188,1.0128452203,0.8760669334,0.7689675118,0.7360127207,0.7848037685,0.9113956664,1.1047153486,1.3657042213,1.6650799829,0.4803921569,0.3211439089,0.1767427096,0.068627451,0.1767427096,0.3424362588,0.5196078431,0.3695701338,0.2435243598,0.2058823529,0.2373278125,0.3424362588,0.3922793926,0.1473852586,0.0196078431,0.1470588235,0.4215686275,0.1521977911,0.0490196078,0.1521977911,0.2745098039,0.3077808997,0.3077808997,0.3323162956,0.3128377839,0.6284296762,2.0424450469,0.6476235354,2.1048265739,0.57108855,1.8560819525,0.5018999435,1.6312136307,0.5426013672,1.7634964052,2.0554407316,1.8410710154,1.929475529,2.0709632756,2.1267053903,51,7,0.99053576,51,21,0.9112901991,43,22,0.8592071257,50,25,0.8660254038,7.63223195807292E-05,0.0001006047,0.0001317171,0.0001543561,0.0001392049,8.45618441059365E-05,1.67773957417719E-05,-0.000041404,-8.34267562685061E-05,7.95415290043137E-05,0.0001541817,0.0001711498,0.0001431655,0.0001033748,6.75763554704471E-05,4.24267809408724E-05,2.56189043808437E-05,-2.34690839046503E-05,-2.09257185474173E-05,-1.81511084388426E-05,-1.55546608600162E-05,-1.2865195611489E-05,-9.39936984080554E-06,-5.95753845542555E-06,-9.21679268896606E-06,-1.26837449479184E-05,-1.55546608600162E-05,-1.81511084388426E-05,-2.09257185474173E-05,-2.21543129123376E-05,-1.81511084388426E-05,-1.55546608600162E-05,-1.2865195611489E-05,-7.76028166902339E-06,-1.2865195611489E-05,-1.55546608600162E-05,-1.81511084388426E-05,3
535,1.5189851121,1.1909980378,0.8806491343,0.633200913,0.484450267,0.4870154528,0.5904334048,0.7030675805,0.8530826976,0.8962264151,0.7256796081,0.5910360418,0.4892034778,0.4717924434,0.6096412989,0.848479888,1.1509820594,1.4743867555,0.4905660377,0.3505830977,0.2447381466,0.1889149471,0.25904774,0.3592345805,0.5094339623,0.3755854573,0.2643193533,0.2264150943,0.25904774,0.3757039198,0.4057700598,0.1491640406,0.0760590354,0.1521180707,0.4246331108,0.1491640406,0.0481039577,0.1402459316,0.4152015299,0.4197211016,0.4192460351,0.4201399432,0.4396484218,0.6192683829,1.4923030275,0.6678914901,1.6094742122,0.6879372781,1.6577802309,0.6832091308,1.6463864174,0.6789072822,1.6360198917,1.6145479123,1.6022534002,1.6102447385,1.5885540289,1.4736776894,53,20,0.9260672598,53,24,0.8915967812,43,23,0.8449256802,42,22,0.85183542,7.15763047974494E-05,9.67638975646804E-05,0.0001310516,0.0001565856,0.0001349271,6.35571329365318E-05,-4.76625491520038E-06,-0.00005674,-9.28225824009553E-05,8.3625244502806E-05,0.0002041105,0.000232228,0.0001661266,9.01741874866576E-05,4.47357265826309E-05,2.19619372568219E-05,9.12880703000998E-06,-2.66933773648757E-05,-2.44469329216825E-05,-2.13273641554766E-05,-1.93292269008306E-05,-1.7084926884655E-05,-1.37816010026194E-05,-1.06240821973435E-05,-1.36150633869118E-05,-1.69218457283756E-05,-1.94862407319377E-05,-2.17738033823417E-05,-2.45794969128372E-05,-2.56078909786838E-05,-2.14768423185119E-05,-1.93292269008306E-05,-1.72476951515505E-05,-1.21162723352732E-05,-1.7084926884655E-05,-1.93292269008306E-05,-2.16256591015375E-05,3
536,1.8629533494,1.5108644493,1.1680885233,0.8685444091,0.6254898883,0.4976325625,0.5945151603,0.7791720713,0.9676510768,0.9637379009,0.79692963,0.6359747353,0.5425886622,0.6434510756,0.8613081196,1.1526191652,1.4868737592,1.8439665303,0.4891356262,0.3453585897,0.1869628979,0.0652019862,0.2021378419,0.3689981841,0.5108644854,0.4130888748,0.3375772974,0.3044699274,0.3261909975,0.3895481437,0.4026658919,0.1630049656,0.0108669977,0.1752250729,0.4346799082,0.182164076,0.0869359816,0.1755617208,0.3696376962,0.3862859275,0.3660128073,0.3683821656,0.3666936212,0.539997535,2.5962250702,0.5132398479,2.4675782273,0.4427498777,2.1286732957,0.4432193899,2.1309306382,0.543070092,2.6109974516,2.2633537504,1.9414298989,1.9704000585,2.3755487575,2.5788712889,46,6,0.9914568914,46,28,0.7934038083,48,22,0.8887803753,47,20,0.9049434178,6.84110568185557E-05,9.03282306626685E-05,0.0001222114,0.0001624556,0.000190688,0.0001454715,2.62588720165868E-05,-0.000054461,-0.0001087923,0.0001163593,0.0002570152,0.0002542264,0.0001505025,8.27478933800286E-05,4.43186304709669E-05,2.4288138863913E-05,1.27788019071138E-05,-2.47855019661488E-05,-2.27823942413051E-05,-2.01432871086173E-05,-0.000017833,-1.52601535119037E-05,-1.20999370677445E-05,-9.6334572148127E-06,-1.19234687883691E-05,-1.49117397791489E-05,-1.76641644886997E-05,-0.000020304,-2.27823942413051E-05,-2.36613570031446E-05,-0.000020304,-0.000017833,-1.50860694104322E-05,-0.000010865,-1.50860694104322E-05,-0.000017833,-0.000020304,3
