A,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
43,1.5456892732,1.2452906296,0.9796300584,0.7704664036,0.6334760961,0.6022696949,0.6674818024,0.8168361512,0.9879374263,0.9869958017,0.8249439047,0.6917486527,0.6296015883,0.6551233851,0.7760988667,0.9586232828,1.2172297373,1.5042922504,0.4851721279,0.3316816605,0.2103330506,0.1286120485,0.2178758892,0.3473920229,0.5148285624,0.3551932975,0.2117244641,0.1399114641,0.1890099797,0.3254257644,0.3958530261,0.1440476686,0.0312851544,0.1535843007,0.4264431652,0.1658408302,0.0356705643,0.1345625373,0.2678491612,0.2199560132,0.2199560132,0.2395691629,0.2403995611,0.5787377058,2.4249035385,0.508873807,2.1321747017,0.4054518794,1.6988381561,0.3975079038,1.6655530006,0.5281892515,2.2131061655,2.0651164331,1.5838720021,1.6854763273,2.0900985888,2.4070973489,50,13,0.9656086164,50,14,0.96,47,15,0.9477045724,48,16,0.9428090416,7.7685459488331E-05,0.0001024827,0.0001316846,0.0001514086,0.0001416389,8.98569449160276E-05,1.98480664429507E-05,-3.85996980720568E-05,-8.25782714720926E-05,7.36222330694787E-05,0.0001576951,0.0001960889,0.0001745462,0.0001284264,8.58581537747033E-05,5.36453984714349E-05,3.31432173481077E-05,-2.32736771054107E-05,-2.03588154495254E-05,-1.69894754363172E-05,-0.00001422,-1.13702483702856E-05,-7.46114716293916E-06,-3.61350265805931E-06,-7.05122615746232E-06,-1.07537703840709E-05,-1.38167327957024E-05,-1.67953262571383E-05,-2.01786068904299E-05,-2.17667536044037E-05,-1.69894754363172E-05,-1.4018584491829E-05,-1.11648938897048E-05,-5.42114620443963E-06,-1.09593952460855E-05,-1.38167327957024E-05,-1.67953262571383E-05,1
44,1.5873797753,1.2647675632,0.9569447306,0.727811508,0.6021868186,0.5740037639,0.628728846,0.7253792178,0.8933371165,0.9153094363,0.7602314472,0.652513438,0.5805403778,0.5884670473,0.6927761986,0.9148396587,1.1990076778,1.5188284607,0.5203170604,0.3584505781,0.2152479442,0.1075129623,0.2143584861,0.3375890604,0.4798181416,0.3278267621,0.2114419082,0.1371833033,0.2077960848,0.3616345096,0.4512962691,0.1664436159,0.0097739057,0.1591076568,0.3920542491,0.1706939242,0.0488695283,0.1638405145,0.2445430416,0.24,0.24,0.2395691629,0.2395691629,0.5849980294,2.5638778028,0.4909941172,2.1518857416,0.4176818628,1.8305792548,0.4155140596,1.8210783977,0.5117613726,2.2429026383,2.4127114354,1.9553847222,1.9220087531,2.1962534944,2.6718576926,51,12,0.9719242142,51,13,0.9669669024,48,18,0.9270248109,48,19,0.9183223684,0.00007038,9.53562451827804E-05,0.0001296595,0.0001586069,0.0001527824,0.0001040386,3.40397752442237E-05,-3.33706897270301E-05,-8.72054184818863E-05,5.36222974514792E-05,0.0001493855,0.0002018376,0.0001877186,0.0001391907,8.8136193612867E-05,5.47729373305792E-05,3.39086708578398E-05,-1.86855713619981E-05,-1.5878406285279E-05,-1.24941789726767E-05,-9.31569298941191E-06,-6.45335915915052E-06,-3.21239433517205E-06,-0.000000045,-3.0233531510851E-06,-5.87925515182004E-06,-9.12591123073454E-06,-1.23103880315247E-05,-1.57061460854234E-05,-1.7558783987415E-05,-1.24941789726767E-05,-9.31569298941191E-06,-0.000006262,-1.70845124235468E-06,-0.000006262,-9.31569298941191E-06,-1.23103880315247E-05,1
45,1.4270836361,1.1188918175,0.8614774369,0.6623198866,0.5442078659,0.5295059383,0.5985742171,0.7220535523,0.8761048678,0.8814608374,0.7184846069,0.6029735633,0.5724169068,0.6276861178,0.7626794491,0.9573829886,1.2216073029,1.5266163785,0.4699515436,0.3555701381,0.204935482,0.0939903087,0.2077429482,0.3821695754,0.5300526664,0.4413461076,0.3539372012,0.3149658327,0.337495139,0.3958510388,0.4106652028,0.1723038927,0.0350854961,0.1754274804,0.4784266999,0.2233637908,0.153170689,0.2077429482,0.4088095786,0.180808211,0.1757139967,0.1463689273,0.1452386484,0.64140991,2.2641564642,0.6201457114,2.1890945232,0.4997745208,1.7641880712,0.4279725516,1.5107294168,0.4990974722,1.7617981111,1.8933362676,1.5206906326,1.7579185925,2.2000631304,2.513574259,58,11,0.9818507603,58,37,0.7700934977,47,20,0.9049434178,53,20,0.9260672598,5.641760391595E-05,7.60181322679345E-05,9.93002180559012E-05,0.0001131668,9.59801693979137E-05,4.50835534346437E-05,-1.02713944853457E-05,-0.000049675,-7.44014964761762E-05,6.45508037829838E-05,0.0001681775,0.0001540284,0.0001032127,6.2068412593711E-05,3.48467394803788E-05,1.76674788115296E-05,7.87324913213523E-06,-2.43665966107602E-05,-2.28998965703842E-05,-2.0672577839075E-05,-1.84088094520869E-05,-1.59713843967631E-05,-1.27542469141101E-05,-1.03221812633419E-05,-1.28896450814003E-05,-1.61028845718426E-05,-1.86564336198999E-05,-2.11210791832721E-05,-2.31908852569164E-05,-0.000023751,-2.07857019463041E-05,-1.84088094520869E-05,-1.59713843967631E-05,-1.1130216151597E-05,-1.59713843967631E-05,-1.8532868070324E-05,-2.08981653472609E-05,1
46,1.5562379601,1.2315529132,0.9479704435,0.7301992971,0.5774383,0.5643504319,0.6763553368,0.8267658255,0.9875199693,1.0147834763,0.8685601106,0.7043338733,0.6202997501,0.6485805303,0.7949852996,1.0044629494,1.286142626,1.6202753667,0.494968072,0.3573250672,0.2281411597,0.1310726309,0.229916604,0.3521669367,0.505032114,0.3521669367,0.2078562699,0.1515733621,0.221126709,0.3635300703,0.4239452705,0.1662850159,0.0302475302,0.1594184817,0.4346017984,0.151237651,0.0302475302,0.1625755898,0.2824902693,0.2567994275,0.278994333,0.2296482892,0.251768592,0.5498656138,2.6019428821,0.4794572053,2.2687730078,0.3828823,1.8117842801,0.3833800887,1.8141397969,0.5356935485,2.5348812153,2.6317256089,1.9729667935,1.9463038544,2.366922518,2.7619643417,49,13,0.9641642295,49,15,0.9519921461,44,14,0.9480297098,46,17,0.9292047945,7.49797375147841E-05,0.0001034028,0.0001394352,0.0001663369,0.0001561599,8.98152092637933E-05,1.20043285172973E-05,-4.38377560447083E-05,-8.10316760535359E-05,5.41396951654875E-05,0.0001514463,0.0002036939,0.0001750147,0.0001209885,7.63622692230674E-05,0.000045925,2.6200266117674E-05,-2.2226349662857E-05,-1.97027258621951E-05,-1.64216191068988E-05,-1.33355168971244E-05,-0.000010558,-6.95936412001242E-06,-3.41967796654265E-06,-6.56143674418367E-06,-1.01582331884134E-05,-1.3138894121554E-05,-1.64216191068988E-05,-1.97027258621951E-05,-2.1075432320709E-05,-1.64216191068988E-05,-1.33355168971244E-05,-1.03581717055379E-05,-4.78331044244223E-06,-1.03581717055379E-05,-1.33355168971244E-05,-1.64216191068988E-05,1
47,1.4716706368,1.1924402734,0.9130576185,0.6742688056,0.5054126318,0.4362165511,0.4813543105,0.5887302949,0.7889855346,0.7901881867,0.6053692074,0.5083668117,0.4820367065,0.5646643896,0.7238501877,0.9447096168,1.2068710033,1.4968435257,0.5043275108,0.3587576974,0.187638432,0.0519875245,0.1950819722,0.3504145515,0.49570839,0.3594696199,0.2357711188,0.179480624,0.2357711188,0.367607311,0.4359652984,0.163284405,0.0352389319,0.1717864712,0.4188753247,0.1711474616,0.0256400891,0.1711474616,0.2309190201,0.3004256831,0.3004256831,0.3006058124,0.3199360192,0.6028253542,2.6562351111,0.5202833192,2.2925293546,0.422922643,1.8635280781,0.389915411,1.7180879963,0.4895015171,2.156895206,1.9825831226,1.6279025451,1.8016345525,2.1869087844,2.4753116228,58,6,0.9946348346,58,21,0.9321513097,47,18,0.9237571637,47,18,0.9237571637,5.23081549806534E-05,0.000070625,9.75298827568058E-05,0.0001304809,0.0001452761,0.000110928,0.000036378,-3.66524845635501E-05,-8.78844341218936E-05,6.30161880178832E-05,0.0001707736,0.0001791206,0.0001305986,8.47258697240798E-05,5.07296613603527E-05,0.00003046,0.000018091,-1.88931658070993E-05,-1.67739423667876E-05,-1.3895386564717E-05,-1.10736954431743E-05,-8.28906243996149E-06,-5.33310424629379E-06,-2.72149307386443E-06,-5.33310424629379E-06,-8.28906243996149E-06,-1.12181335729867E-05,-0.000014032,-1.67739423667876E-05,-1.79804371600811E-05,-1.3895386564717E-05,-1.10736954431743E-05,-8.28906243996149E-06,-4.01749755489479E-06,-8.28906243996149E-06,-1.12181335729867E-05,-0.000014032,1
48,1.6426685141,1.3170481612,1.045576274,0.8886730531,0.8166476022,0.7866502378,0.770414203,0.8671816109,1.0289915109,1,0.8472569684,0.7470086686,0.6596934605,0.6066186514,0.6721931497,0.8665414406,1.1622584654,1.4949250277,0.5553582089,0.3555316615,0.1848230932,0.0777346039,0.1755845723,0.2963168489,0.444752637,0.3020871206,0.1891103719,0.1221543775,0.2001972144,0.3529206226,0.4669361306,0.1570476158,0,0.1447907476,0.3555316615,0.1373605639,0.0111049434,0.1698729694,0.1998889814,0.306546724,0.3262589561,0.2924097677,0.2924097677,0.6417797037,2.1709665209,0.5724198906,1.9363411014,0.5055314301,1.7100755969,0.4848310563,1.6400518518,0.5127381473,1.7344539649,1.5483668816,1.5887605232,1.70082333,1.9253259464,1.9913412565,45,7,0.9878271454,45,11,0.9696632991,46,19,0.9107113072,40,19,0.8799857953,9.7734822719891E-05,0.0001255603,0.0001536976,0.0001615267,0.0001427182,0.0001004813,0.000038555,-4.03098305297484E-05,-9.79259354637589E-05,6.61580764539271E-05,0.0001646989,0.000237356,0.0002559369,0.0002009018,0.0001276104,7.67358592169961E-05,4.51424753128311E-05,-2.92354420278815E-05,-2.51828438452589E-05,-2.11934562281801E-05,-1.77197322529441E-05,-1.43993648407543E-05,-1.10414503699378E-05,-7.4433082923691E-06,-1.10414503699378E-05,-1.43993648407543E-05,-1.77197322529441E-05,-2.1435919123009E-05,-2.51828438452589E-05,-2.75880812851503E-05,-2.11934562281801E-05,-1.77197322529441E-05,-1.43993648407543E-05,-9.49355287518642E-06,-1.46567856495822E-05,-1.77197322529441E-05,-2.1435919123009E-05,1
49,1.8089507564,1.4353799,1.1075878243,0.8640744214,0.7073298081,0.6679692847,0.745967075,0.8675721227,1.0097943071,1.0287967306,0.8550462566,0.7165462203,0.635639721,0.6896256928,0.8445781804,1.087352006,1.3979705886,1.7591581009,0.5168455645,0.3672731816,0.2564007116,0.1811286034,0.2719250221,0.3734061819,0.4831547224,0.3339846423,0.2229710482,0.179729906,0.2382904412,0.3658963326,0.4281866983,0.1684967869,0.0817783416,0.1811286034,0.3931591694,0.1588602942,0.0158860294,0.1498685018,0.3601611977,0.2833766303,0.3050511623,0.3104220491,0.3112129346,0.5432668671,2.4903246251,0.4878005191,2.2360679775,0.4387528746,2.0112345407,0.4578874837,2.0989472121,0.5477598467,2.5109203552,2.2014075858,1.8409505042,1.9541423753,2.3346564234,2.5591755283,44,16,0.9315409787,44,16,0.9315409787,48,21,0.8992184106,44,18,0.9124936318,8.64340887402583E-05,0.0001157734,0.0001507067,0.0001703998,0.0001551793,0.000093067,1.54622276875831E-05,-4.69804523208776E-05,-0.0001007815,9.62678248656139E-05,0.0002049291,0.0002521772,0.0002022731,0.0001359087,8.14671482053035E-05,4.80302379797561E-05,0.000027149,-2.99625177554362E-05,-2.72508444869521E-05,-2.37024493534203E-05,-0.000021114,-1.84349451269741E-05,-1.50681760997467E-05,-1.25322882361332E-05,-1.57023636537313E-05,-1.88515421662666E-05,-2.15190695915357E-05,-2.44751469564975E-05,-2.74283288094886E-05,-2.86416297347759E-05,-2.38967788102333E-05,-0.000021114,-1.86434106652846E-05,-1.42220989579651E-05,-1.86434106652846E-05,-2.13168328363549E-05,-2.40903481756676E-05,1
50,1.4041020585,1.0873562264,0.8006822519,0.5621940734,0.4419241236,0.5038710255,0.6537289183,0.8163948786,0.9692358304,1.0005976691,0.8599058222,0.7106910059,0.5849514463,0.5432655934,0.6225790097,0.836648117,1.1315434565,1.459223902,0.4501892786,0.3348080835,0.1746145331,0.0698743392,0.1938163224,0.3729601088,0.5498287715,0.3922322703,0.2612552097,0.2117512246,0.2436928592,0.3395364106,0.3804980898,0.1500630929,0.0223205389,0.1699881599,0.4795540641,0.1708651467,0.053754976,0.1429211836,0.2810970367,0.3082356925,0.2890484101,0.2946881527,0.3333333333,0.6170386365,2.3834317692,0.574625358,2.21960223,0.46024451,1.7777839534,0.4184617825,1.6163900405,0.5032970328,1.944082698,2.1743727821,1.7603160075,1.8202485328,2.2274140591,2.463815388,50,7,0.9901515036,50,21,0.9075241044,45,17,0.9258962958,50,19,0.9249864864,7.87898359687516E-05,0.0001104798,0.0001555507,0.000205629,0.0001899369,9.09552671300922E-05,7.58228741675709E-06,-4.22666097916648E-05,-8.20792539775337E-05,4.96231530507824E-05,0.0001384158,0.0002071756,0.0001994813,0.0001430418,8.60103287779355E-05,5.1867070340984E-05,3.16096827652238E-05,-1.93997529664376E-05,-1.74954614849323E-05,-1.44327627240814E-05,-1.17374729528346E-05,-8.7767233689933E-06,-5.04440025223226E-06,-1.56814023272819E-06,-4.67349076969655E-06,-8.21661872452003E-06,-1.11873247610457E-05,-1.4256524945399E-05,-1.71665446874984E-05,-1.83037546792438E-05,-1.44327627240814E-05,-1.15544222818897E-05,-8.59010871141572E-06,-2.83462620634605E-06,-8.59010871141572E-06,-0.000011371,-1.4256524945399E-05,1
51,1.2562975305,0.9982103622,0.7902609403,0.6411343978,0.5662827941,0.548434348,0.5740939602,0.6805872168,0.8548796674,0.8680126922,0.713833221,0.6044912099,0.5452835962,0.525673758,0.595278344,0.753880296,0.9812944928,1.2524358581,0.5001950205,0.3897249872,0.2662165686,0.1935232166,0.2616592052,0.3823988345,0.4999349763,0.4003412069,0.3180728707,0.2903967959,0.3180728707,0.4080624394,0.4435640029,0.190304663,0.1048250757,0.1838753465,0.4355018927,0.1838753465,0.1290154777,0.190304663,0.4838752324,0.2985774243,0.3155952612,0.3160819157,0.3160819157,0.5940584685,2.9987105885,0.522270711,2.6363376573,0.3858961928,1.9479412563,0.3415438649,1.7240579139,0.4749583448,2.3975125231,2.3778360509,1.7885080292,1.9849719337,2.6045510386,2.9774579006,62,25,0.9151005131,62,35,0.8254220375,53,19,0.9335333492,55,21,0.9242374565,6.45413556339621E-05,8.14377159607301E-05,9.31815275926521E-05,8.68181075428752E-05,6.15318199975824E-05,2.69631789706846E-05,-0.000013582,-0.00004478,-6.52743115384379E-05,6.40707252758933E-05,0.0001439031,0.0001521943,0.0001161184,7.230820846958E-05,3.81732750379727E-05,1.86623952758108E-05,7.61488189269155E-06,-2.37156347367618E-05,-2.20544747027526E-05,-1.92975811029249E-05,-1.6914849467674E-05,-1.44966605277966E-05,-0.000011008,-8.3583855380469E-06,-1.08676107413904E-05,-1.42212841406298E-05,-0.000016784,-1.941681296004E-05,-2.20544747027526E-05,-2.31041619155606E-05,-1.92975811029249E-05,-1.6914849467674E-05,-1.44966605277966E-05,-9.46779648886076E-06,-1.44966605277966E-05,-1.6914849467674E-05,-1.92975811029249E-05,1
52,1.4908841922,1.1563535011,0.8719281966,0.6580231415,0.5322327677,0.5412725473,0.6452585491,0.793748681,0.9690687643,0.9031163954,0.754836531,0.6180435412,0.5370729185,0.5547642753,0.693247068,0.9207507184,1.2057318438,1.5501475691,0.5002771875,0.3679638735,0.2523457418,0.163431321,0.2597453609,0.3749306775,0.49990757,0.3875368923,0.2884082135,0.2501385937,0.2827446677,0.3827374886,0.4231079445,0.1719734322,0.0679784678,0.1849214251,0.413496877,0.1767440164,0.0966155558,0.1806232791,0.413496877,0.153140973,0.1746075739,0.1321091601,0.1303116728,0.6074256484,2.5359053642,0.5271504863,2.2007693444,0.4149133363,1.7321971142,0.3849561397,1.6071305883,0.4957654817,2.0697419473,2.4629385023,1.8856180832,1.9140699213,2.3608417087,2.770067377,52,18,0.9381777629,52,25,0.8768471627,44,15,0.9400962673,49,18,0.930083989,7.50443213976439E-05,0.0001006223,0.0001300895,0.0001418446,0.0001115454,4.37250532238056E-05,-0.000020885,-6.02771656984685E-05,-8.71412327432455E-05,9.34017276813314E-05,0.0001894311,0.0002135152,0.0001564997,9.35331890082561E-05,4.87817685114036E-05,2.52650683789623E-05,1.17131306137462E-05,-2.4807655529686E-05,-2.27420936201802E-05,-2.00037765371528E-05,-1.73437714928203E-05,-1.45478014420744E-05,-1.13439393274686E-05,-8.64809132707973E-06,-1.11747166295079E-05,-1.43805050886005E-05,-1.71824362046333E-05,-2.00037765371528E-05,-2.27420936201802E-05,-2.38047068814051E-05,-1.98521921057946E-05,-1.71824362046333E-05,-1.45478014420744E-05,-1.01606042804129E-05,-1.45478014420744E-05,-1.71824362046333E-05,-2.00037765371528E-05,1
53,1.4571056866,1.1578384023,0.8728337079,0.6452844495,0.4807662286,0.4495347889,0.5607113559,0.7333583007,0.9090944571,0.9127125684,0.7797302,0.6121776636,0.4807662286,0.4949878883,0.6414424335,0.8693489305,1.1443135931,1.466243467,0.4865047828,0.3171862416,0.140003717,0.020824297,0.1516031703,0.3280735644,0.5135627981,0.3569408424,0.217212491,0.1384463413,0.171721552,0.318278108,0.41240521,0.1678908496,0.1041214849,0.1749736692,0.438597465,0.171721552,0.0294500032,0.1317044182,0.1178000128,0.3804498694,0.3804498694,0.3587170374,0.3587170374,0.5846346766,2.4825058407,0.5404386627,2.2948384529,0.4385290097,1.8621044413,0.427611598,1.8157463661,0.5187721291,2.2028369031,2.3342077045,1.8755926809,1.8997100005,2.3239903604,2.6258297533,53,2,0.9992877492,53,14,0.9644813524,47,18,0.9237571637,49,19,0.9217624319,5.50465829304968E-05,7.74511860780581E-05,0.0001128525,0.000158651,0.0001946575,0.000164026,6.28047281557064E-05,-2.09558115562805E-05,-0.000076989,2.28481066256155E-05,0.0001174235,0.0002090206,0.0001964769,0.0001382106,8.74407856730214E-05,5.61195015267806E-05,3.63443921487955E-05,-1.20339064065603E-05,-9.06846251878636E-06,-5.73711367330861E-06,-2.83347627113698E-06,-8.38949681979344E-08,3.35938365501319E-06,0.00000684,3.89330876075651E-06,6.47390426314212E-07,-2.10073000367628E-06,-5.19758691335586E-06,-8.72621208699075E-06,-1.07431342080451E-05,-5.73711367330861E-06,-2.6504238913823E-06,9.91185018034116E-08,5.47176795786282E-06,0.000000282,-2.46727237668811E-06,-5.55759283274582E-06,1
54,1.5069249957,1.1885572469,0.8929203398,0.6736212482,0.5693764363,0.6013285375,0.6806920345,0.7684553928,0.9147175681,0.9782166072,0.8246211251,0.7463961629,0.6613671324,0.6288968293,0.6896455413,0.8864173175,1.1795852858,1.504142244,0.4703688795,0.3580217188,0.2689222973,0.2097379912,0.2726063361,0.3842276964,0.5297154932,0.4026099391,0.2698480222,0.2305798827,0.2638672681,0.3684570511,0.3996257601,0.1579166105,0.1003733678,0.1778227984,0.4703688795,0.1706668745,0.0727102678,0.1474640156,0.4399047732,0.3044764069,0.3253956867,0.3042759357,0.3042759357,0.6277515297,1.5865106372,0.6201736729,1.5673591898,0.5825018438,1.4721515243,0.5826229838,1.4724576804,0.6473440663,1.6360266737,1.7731240429,1.5358871757,1.5362038208,1.6609499884,1.7331736931,50,21,0.9075241044,50,23,0.8879189152,41,15,0.9306723916,46,17,0.9292047945,8.14693639558802E-05,0.0001080624,0.000140835,0.0001535759,0.0001153399,4.89695980412161E-05,-7.02833296727432E-06,-5.28020977376792E-05,-8.85693092948664E-05,8.21018062397373E-05,0.0001656433,0.0001960938,0.0001641308,0.0001079212,5.87540847099685E-05,3.21575223865829E-05,0.000015345,-2.58996062803465E-05,-2.40103543205903E-05,-0.000021174,-1.89218045861196E-05,-0.000016741,-1.31158806528753E-05,-9.82228217452231E-06,-0.000012594,-1.605751723203E-05,-1.85911128846741E-05,-2.10172144341636E-05,-2.3725711295897E-05,-2.49781728489561E-05,-2.10172144341636E-05,-1.87567051112608E-05,-1.65705977679311E-05,-1.08576644412628E-05,-1.62288311967711E-05,-1.85911128846741E-05,-2.10172144341636E-05,1
55,2.0510398421,1.6663495537,1.3268271702,1.0399599574,0.8049260414,0.6823366473,0.6852348764,0.8304547985,1.007568138,1.0467346,0.8656630062,0.6663693352,0.6049516031,0.6905167033,0.9284766909,1.2278961252,1.6036439546,2.0116256115,0.5402298851,0.3309466678,0.2231780211,0.1384091331,0.2207973875,0.3054098909,0.4597701149,0.2907841527,0.1871128804,0.149866722,0.2119435507,0.3429065262,0.4373861515,0.1453920763,0.0257019308,0.1421760561,0.3565071821,0.149866722,0.0574712644,0.1697106099,0.2882743955,0.2779657484,0.2779657484,0.2960932841,0.2966710276,0.558548467,2.3667930627,0.469155226,1.9879981771,0.3962168777,1.6789292477,0.4200106987,1.779753176,0.5471834689,2.3186350243,2.1010987502,1.6588182096,1.6210766899,1.9661566092,2.1743539416,43,12,0.9602708289,43,13,0.9532047224,51,16,0.9495137265,48,15,0.9499177596,8.90693881973903E-05,0.0001145038,0.0001439496,0.0001709402,0.0001813907,0.0001443654,5.75804395363171E-05,-3.76463613457833E-05,-0.0001093144,0.0001011527,0.0002560176,0.0002962551,0.0002231269,0.0001391075,8.32388943011843E-05,4.95918956512611E-05,2.87365429516233E-05,-3.29570631131925E-05,-2.8780634724126E-05,-2.51186126994485E-05,-2.22310508669146E-05,-1.95102500017801E-05,-1.62427678863939E-05,-1.24602255384448E-05,-1.64951370468612E-05,-1.97597558452086E-05,-0.000022719,-2.58234428976981E-05,-0.00002922,-3.11395387981821E-05,-2.53543983036225E-05,-2.22310508669146E-05,-1.95102500017801E-05,-1.47277735636465E-05,-1.97597558452086E-05,-2.24753435200615E-05,-2.55893479884028E-05,1
56,1.8134403205,1.4316185906,1.101155359,0.8355400387,0.6595023289,0.5912329759,0.6358169421,0.7865459361,0.9435130394,0.9639254597,0.779385713,0.590920292,0.5033157676,0.5384432592,0.7340382979,1.0124897702,1.3523066835,1.7117285958,0.5,0.3483750917,0.2988807774,0.2341579926,0.3047997832,0.373136903,0.5,0.3629257921,0.244455521,0.1998027613,0.2288355248,0.3300312873,0.38992992,0.1509784092,0.0894922978,0.1789845956,0.3885053692,0.173744883,0.0784899375,0.1509784092,0.4334748477,0.326083059,0.3057848005,0.3268955596,0.3268955596,0.5530604322,2.5492695248,0.4554702921,2.0994388088,0.3765323212,1.7355831578,0.4075887461,1.8787342367,0.5368962105,2.4747623724,2.2457860035,1.726071401,1.6290370004,1.9876433063,2.3480669475,45,21,0.8844332774,45,18,0.916515139,52,16,0.9514859136,49,14,0.9583148475,8.89203545554249E-05,0.0001156681,0.0001455961,0.0001639315,0.0001450872,8.33028678417541E-05,-2.60324877182442E-06,-7.00976790682549E-05,-0.0001115589,0.000098817,0.0002664178,0.0003094049,0.0002132078,0.0001174353,6.11551097162411E-05,3.13287424388566E-05,1.42945901353414E-05,-0.000035002,-3.20620875364249E-05,-2.89329495043613E-05,-2.65554380380123E-05,-2.38600703414041E-05,-2.04300989046887E-05,-1.7384229172907E-05,-2.06467805520796E-05,-0.000024071,-2.69599412459211E-05,-2.95071356279551E-05,-3.22361045979282E-05,-0.00003342,-2.91253125925163E-05,-2.675807063353E-05,-0.000024071,-1.95615693796975E-05,-0.000024071,-2.675807063353E-05,-2.91253125925163E-05,1
57,1.6756047967,1.3415615752,1.0468311578,0.841030692,0.7179200089,0.6706223417,0.725136947,0.8631061224,1.0152922133,1.0293255842,0.8645209002,0.7077827557,0.6345523998,0.6527958346,0.785089529,0.9982450062,1.2859082559,1.6161380608,0.5052329773,0.3500417464,0.2046224589,0.1036014599,0.2046224589,0.3426780819,0.4948190665,0.3376797746,0.1892431371,0.092778575,0.1892431371,0.3500417464,0.4329666832,0.160034534,0.0325990683,0.1700159397,0.4124780611,0.1761556649,0.0515436528,0.1665426389,0.1961369753,0.2272727273,0.25,0.2272727273,0.2272727273,0.5831878841,2.8097339319,0.5137040898,2.4749687906,0.3919459422,1.8883516675,0.365099024,1.7590062211,0.4960383595,2.3898572796,2.392149578,1.7006914108,1.929346937,2.5987576025,2.9229966385,48,10,0.9780578829,48,9,0.9822646028,47,16,0.9402714806,46,16,0.9375590719,7.32484299349328E-05,9.93896029832705E-05,0.000132076,0.0001538956,0.0001457028,0.0001048515,3.34620538723209E-05,-2.79277478719983E-05,-0.00007838,5.43174622881619E-05,0.0001436212,0.0002028454,0.0001921425,0.0001410128,0.000090448,5.5087666546582E-05,3.31334751665177E-05,-0.000021636,-0.00001872,-1.51848019133808E-05,-1.18852445249093E-05,-8.93474150805377E-06,-5.3467105935635E-06,-2.0365612108529E-06,-5.3467105935635E-06,-8.72312267416558E-06,-1.2094401603884E-05,-1.53869089328029E-05,-0.00001872,-2.03902844522985E-05,-1.51848019133808E-05,-1.18852445249093E-05,-8.72312267416558E-06,-3.67911506681803E-06,-8.72312267416558E-06,-1.2094401603884E-05,-1.51848019133808E-05,1
58,1.1849022811,0.9156042087,0.6751882668,0.5093416325,0.4691895557,0.5383057996,0.696989262,0.8762228065,1.0216646978,1.0277757092,0.8808254263,0.7293030351,0.6327270499,0.5949524078,0.6345341997,0.7653577996,1.0054243493,1.2773032585,0.4490820173,0.3317671165,0.1679203309,0.0682043146,0.1891647334,0.3840556569,0.5509209741,0.4553333055,0.3822812869,0.3554082668,0.3669990838,0.3990434422,0.3979659152,0.1440635689,0.0169194081,0.1694054417,0.500911643,0.2708426804,0.2199523055,0.2470755018,0.4233234557,0.103975049,0.081564739,0.0977692361,0.0790569415,0.6396388372,2.5671845649,0.5623260931,2.2568905808,0.4385290097,1.7600321297,0.3923967627,1.5748807829,0.4637059756,1.86107965,1.9879620575,1.5712810481,1.6531672183,2.1036167903,2.6010647693,59,8,0.9907645929,59,42,0.7023169273,44,17,0.9223465404,50,15,0.9539392014,7.00156745308887E-05,9.42618505240472E-05,0.0001230408,0.0001288532,8.22026659114555E-05,1.85302307646426E-05,-2.73912395941931E-05,-4.77394766905487E-05,-6.20687995334546E-05,5.59528203374797E-05,0.0001337065,0.0001559227,0.0001212602,7.8903231753592E-05,4.49899184613448E-05,2.43017793128633E-05,1.20706252282103E-05,-2.7045382130836E-05,-2.54195551530933E-05,-2.27668331951734E-05,-2.05792027022889E-05,-1.77708803695378E-05,-1.38783229891145E-05,-1.0739906701636E-05,-1.40358555533224E-05,-0.000017923,-2.08627678762563E-05,-2.32821126736667E-05,-2.57448672404346E-05,-2.64675052186278E-05,-2.30261835620308E-05,-2.07213161035614E-05,-1.77708803695378E-05,-1.16761726296004E-05,-1.77708803695378E-05,-2.07213161035614E-05,-2.31545807541131E-05,1
