A,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
95,1.4223686207,1.1164174621,0.8534211724,0.661916936,0.5627678513,0.5736556881,0.6602312611,0.8149577679,0.9743087754,1.0134357168,0.842500049,0.6558516661,0.5628361277,0.5490119118,0.6241502062,0.8096596348,1.0608956305,1.3616379081,0.5091387398,0.3383927945,0.2068976559,0.1490310956,0.2091144798,0.3304646516,0.4910042283,0.3355419198,0.2122153434,0.1755497272,0.2191633758,0.3453614278,0.412120397,0.12551768,0.0350661401,0.1276426768,0.4036415853,0.1227314905,0.008766535,0.1227314905,0.3244802413,0.2858618742,0.2853051806,0.2964173542,0.3148734653,0.6677088011,1.9831872514,0.6302457331,1.8719167712,0.5348924857,1.5887044723,0.4790438089,1.4228261978,0.5299793664,1.5741118303,1.4639034596,1.3633547079,1.59952978,1.9244419788,2,57,18,0.948829283,57,19,0.9428090416,49,19,0.9217624319,48,20,0.9090593429,6.91348396944149E-05,9.25006165525502E-05,0.0001185888,0.0001305665,0.0001111078,6.22488781927342E-05,8.36449643229681E-06,-3.6452278186774E-05,-6.6023483135893E-05,5.08044030482642E-05,0.0001374908,0.0001813944,0.0001597902,0.0001135892,6.85763799397258E-05,4.00864704011907E-05,2.24421704218112E-05,-2.60281358782218E-05,-2.27347544437243E-05,-1.85881635570241E-05,-1.5860796932705E-05,-1.32427579089537E-05,-8.74726526986089E-06,-4.5406988027468E-06,-8.54367385179221E-06,-1.28354836094799E-05,-1.56617582546521E-05,-0.000018778,-2.25651913752763E-05,-2.43687915434913E-05,-1.85881635570241E-05,-1.5860796932705E-05,-1.30392246971983E-05,-6.52263183386146E-06,-1.30392246971983E-05,-1.56617582546521E-05,-1.85881635570241E-05,2
96,1.6491286169,1.2897303892,0.9541274485,0.716576975,0.5843704372,0.5992360224,0.6884183564,0.8544826223,1.022088175,0.9723400026,0.8194029136,0.7276068751,0.7186806119,0.7804215415,0.9186029272,1.1164381527,1.4148023887,1.7593950974,0.4897704208,0.3420853463,0.2164499911,0.1224426052,0.2169304578,0.3452661951,0.5102795469,0.3391817327,0.1960038033,0.1326461556,0.210351581,0.3490151236,0.4184699828,0.1682812648,0.0306106513,0.1516866822,0.4286705718,0.1584016994,0.0204071009,0.1661017669,0.2550887608,0.3265562802,0.3265562802,0.313665199,0.313665199,0.6265651995,2.1612582928,0.6039113618,2.0831167133,0.5149143444,1.7761326321,0.4723661513,1.6293679614,0.5248893989,1.8105403352,1.8529127096,1.6079072901,1.7733884919,2.1241928166,2.3155019969,49,12,0.9695488588,49,13,0.9641642295,43,19,0.8970837917,48,20,0.9090593429,7.34206703152116E-05,0.0001020601,0.0001442164,0.0001787796,0.00016586,9.72567886804722E-05,1.59973479354616E-05,-4.80273469621974E-05,-9.00788925317151E-05,8.76317992622773E-05,0.000165787,0.0001813895,0.0001569635,0.000117593,8.02540515351823E-05,5.12591090444021E-05,3.23079325716548E-05,-2.48698640621979E-05,-2.20437946127025E-05,-1.87804098808399E-05,-1.57346028316491E-05,-1.28040618281716E-05,-8.99339341519694E-06,-5.23107855666857E-06,-8.99339341519694E-06,-1.25928455870115E-05,-1.57346028316491E-05,-1.89786065776075E-05,-0.000022228,-2.36662403057376E-05,-1.89786065776075E-05,-1.57346028316491E-05,-1.28040618281716E-05,-6.890852751297E-06,-1.25928455870115E-05,-1.57346028316491E-05,-1.89786065776075E-05,2
97,1.1833733943,0.8973294071,0.6564981297,0.5130722714,0.4742690711,0.5318314075,0.6480540723,0.8225420409,0.9809872472,0.978341512,0.8190388016,0.6420897762,0.5342626495,0.5072773496,0.5615378897,0.6916455467,0.9171936151,1.1983032445,0.5137033568,0.3251188271,0.1622476982,0.035999532,0.1451187529,0.3018652527,0.4863268969,0.3055987105,0.17999766,0.1263193775,0.1846621602,0.3244953964,0.4418200139,0.1451187529,0.026999649,0.134998245,0.4143857326,0.1361929431,0,0.1442791003,0.1622476982,0.144175299,0.1725551532,0.1679309073,0.1679309073,0.5529784118,3.6332381875,0.4599676597,3.0221289481,0.3444115976,2.2628900909,0.3354011377,2.2036885991,0.4904533436,3.2224292649,3.677089563,2.4585451886,2.3778816177,3.2553849026,3.9453050704,55,4,0.9973518656,55,14,0.9670608107,49,18,0.930083989,51,18,0.935645513,8.08687470793917E-05,0.0001145538,0.0001570412,0.0001786137,0.0001540954,8.90345486822341E-05,1.64903442400428E-05,-3.54656393531633E-05,-7.04269431970534E-05,3.30292911100695E-05,0.0001183536,0.0001903391,0.0001950112,0.0001580915,0.0001100904,7.05056962587873E-05,4.41734151314149E-05,-2.02774913835915E-05,-1.63216661659221E-05,-1.2389171182297E-05,-8.68488837742413E-06,-5.57415044239175E-06,-1.37362840296398E-06,3.09234259337564E-06,-1.37362840296398E-06,-0.000005129,-8.46368945707739E-06,-1.19604856690954E-05,-1.59215408618039E-05,-1.8826832511982E-05,-1.21751180715399E-05,-8.68488837742413E-06,-5.35153548111053E-06,1.42293151137388E-06,-5.35153548111053E-06,-8.68488837742413E-06,-1.21751180715399E-05,2
98,1.4856482736,1.1734703332,0.8764155589,0.6248724746,0.4989636771,0.5476026846,0.6972176948,0.8563645641,0.9939215322,0.9930574071,0.8312281931,0.6939506599,0.6137830425,0.6325034387,0.7649793558,0.9810341674,1.2520057638,1.5634252639,0.4440177956,0.3236308009,0.2091242604,0.1222619526,0.2371854628,0.398208289,0.5560222035,0.3813657753,0.2062061044,0.1321854097,0.1982144311,0.3254979171,0.3640217953,0.1340819974,0.0142126633,0.1912118287,0.4740514479,0.1720260748,0.0200997412,0.1494020672,0.2544424007,0.3652015344,0.3146583878,0.3563232972,0.3352007616,0.612131757,2.4440037566,0.5692229966,2.2726857836,0.4815560833,1.9226659344,0.4242958226,1.6940480093,0.5007572575,1.9993287464,2.155119097,1.8119165658,1.9117525539,2.2760594435,2.5230380859,49,13,0.9641642295,49,12,0.9695488588,38,17,0.8943497615,41,17,0.9099882003,7.52523732275288E-05,0.000104934,0.0001504795,0.000195624,0.0001704334,8.15532634557788E-05,4.15755469263198E-06,-4.22375779283313E-05,-8.19905924491137E-05,0.000066797,0.0001540173,0.0001955872,0.0001742139,0.0001245937,7.9583323353224E-05,4.87094148284708E-05,3.00856283267762E-05,-2.81132802293863E-05,-2.5707442892098E-05,-2.27040561740751E-05,-2.00547428790689E-05,-1.66917067908632E-05,-1.26404183963351E-05,-0.000009415,-1.3249501824426E-05,-1.74933764065985E-05,-2.08251383451804E-05,-2.36145344921429E-05,-2.62083404829356E-05,-2.68612486934503E-05,-2.28878096597346E-05,-2.02482434648794E-05,-1.66917067908632E-05,-1.102092776719E-05,-1.70931615804245E-05,-2.04411541098795E-05,-2.30707490517595E-05,2
99,1.0271394392,0.7772152684,0.563021895,0.4431334283,0.4456879101,0.5313702203,0.6416489208,0.7707842764,0.9295182578,0.8744961706,0.7349031696,0.6045084925,0.4674912389,0.366400446,0.3651271131,0.5089865986,0.7344673427,0.9864306115,0.5345924959,0.3550220215,0.1638237281,0.0534102219,0.1650628231,0.3220018018,0.4654944706,0.365366201,0.2920418928,0.2598695155,0.290542951,0.3994669558,0.4816599154,0.1451712537,0.0170612695,0.1451712537,0.40439168,0.1945284026,0.1451712537,0.1996970401,0.3132032751,0.2093724088,0.2301116879,0.1911004627,0.2123338474,0.5973949564,2.3830300285,0.5389634973,2.1499448304,0.4708230155,1.8781299909,0.4504075626,1.7966920131,0.518466334,2.0681809067,1.7993564585,1.6847477877,1.8279497184,2.087539689,2.1956978443,65,8,0.9923971337,65,33,0.8615384615,46,20,0.9005354425,41,19,0.8861415671,6.82106588195124E-05,9.13301411474739E-05,0.0001154325,0.0001145627,7.88176638101474E-05,2.9721775354577E-05,-1.32772209584089E-05,-4.49057936688307E-05,-6.41099451112522E-05,4.5387874775514E-05,0.0001220262,0.0001871598,0.0001705912,0.0001023656,5.11344983193138E-05,2.46118455906606E-05,1.04112532635994E-05,-2.2053930839779E-05,-1.94686681966062E-05,-1.59804393521035E-05,-1.32466238771279E-05,-1.05273859377527E-05,-6.99469459324255E-06,-3.98386591854823E-06,-6.84185639793888E-06,-1.00674724953872E-05,-1.29492527883429E-05,-1.59804393521035E-05,-1.94686681966062E-05,-2.13552805372976E-05,-1.59804393521035E-05,-1.30981248076023E-05,-1.0374208845029E-05,-5.17453757330495E-06,-1.0374208845029E-05,-1.30981248076023E-05,-1.59804393521035E-05,2
100,1.5418385279,1.2455211283,0.9528317218,0.751448055,0.6299716519,0.6154152369,0.7059799171,0.8859511037,1.0528652491,1.0463299993,0.8970800256,0.6931102105,0.6206672454,0.6479909025,0.7604409613,0.9715451863,1.2596029954,1.5840412473,0.5121024288,0.3569153051,0.2031718113,0.0664048427,0.2058669126,0.3466434558,0.4880994349,0.3603308404,0.2368542822,0.1674812691,0.2270855761,0.3678998756,0.4351642872,0.1674812691,0.0349984251,0.1770795806,0.4100943355,0.1674812691,0.0156517715,0.1663806136,0.2334686153,0.263017266,0.263017266,0.2723970193,0.2622103251,0.5508952504,2.7873339895,0.4652594396,2.3540472513,0.3849637845,1.9477798012,0.3990674225,2.0191391921,0.5240605147,2.6515597732,2.4809110723,1.9662185414,1.9803641809,2.4668068587,2.7736171057,45,7,0.9878271454,45,14,0.9503735458,44,16,0.9315409787,46,18,0.9202613256,8.86763863912532E-05,0.0001179436,0.0001589523,0.0001889153,0.0001817357,0.0001184852,3.37623133142676E-05,-3.53791444028371E-05,-8.68403439248029E-05,5.86639290166459E-05,0.000173446,0.0002406077,0.0002173639,0.0001555352,9.5934118734461E-05,5.86456433679286E-05,3.52150639804967E-05,-1.81115869467673E-05,-1.54996889046231E-05,-1.23347024505719E-05,-9.03585126329766E-06,-5.88176192651778E-06,-2.72770842022517E-06,1.65791582559853E-07,-2.31026798347123E-06,-5.45994896785073E-06,-8.61740373735623E-06,-1.19283322333847E-05,-0.000015307,-1.6826507827845E-05,-1.21317720502841E-05,-8.82674857889348E-06,-5.6708464716091E-06,-0.000001272,-5.88176192651778E-06,-8.82674857889348E-06,-1.21317720502841E-05,2
101,1.7001339746,1.3431355163,1.0313943976,0.7556726902,0.5523564192,0.4749700299,0.5582160926,0.7252047358,0.9043759608,0.863642591,0.7027216998,0.6249511912,0.6326269989,0.7192729518,0.8973327553,1.1482798604,1.4641041178,1.8203775442,0.458233901,0.3309750271,0.2312373582,0.1458016958,0.2374850149,0.3656925205,0.5419495618,0.3775132699,0.2521060962,0.19787373,0.2374850149,0.3405049205,0.3750632629,0.1389455175,0.0232873216,0.1491116136,0.4583522313,0.1461731657,0.0104144068,0.1369801354,0.3436754258,0.1999506356,0.2221673729,0.192624174,0.192624174,0.6346688185,1.983816322,0.6320641475,1.9756747706,0.5519480835,1.7252519501,0.5079786832,1.5878145791,0.5494516976,1.717448871,1.8402038334,1.5930114438,1.7163898349,1.8835536841,2.0044460966,48,15,0.9499177596,48,18,0.9270248109,42,19,0.8918248,47,20,0.9049434178,7.85269362629468E-05,0.0001057133,0.0001416475,0.0001790559,0.0001779611,0.0001016294,-3.62355538768333E-06,-0.000074693,-0.0001179925,0.0001560984,0.0002297714,0.0001997684,0.0001425816,8.9127263207608E-05,5.13011725544035E-05,2.7455558331346E-05,1.36841616838754E-05,-2.8046100460314E-05,-2.59157817166226E-05,-2.34334632198125E-05,-2.1285631492301E-05,-0.000018874,-1.550134144988E-05,-1.20985586695747E-05,-1.550134144988E-05,-1.86987855322968E-05,-2.1285631492301E-05,-2.35942160972724E-05,-2.60640989702288E-05,-2.69355856741988E-05,-2.34334632198125E-05,-2.11163757265533E-05,-0.000018874,-1.35290973046064E-05,-0.000018874,-2.1285631492301E-05,-2.34334632198125E-05,2
102,0.9751578969,0.7655258056,0.6079694321,0.5334799436,0.5342541453,0.5882750619,0.6689164526,0.7508851649,0.8790857105,0.8910938118,0.7529268979,0.6713395122,0.5841958893,0.5244382018,0.5079086391,0.5831842939,0.7285347432,0.9396654647,0.50041315,0.3485071747,0.2067587322,0.1155177701,0.1959075872,0.3329099027,0.4997046837,0.3392348778,0.1939386167,0.1239028373,0.1850583025,0.3378395613,0.4314074909,0.1462005016,0.0076841278,0.1478071488,0.4303797578,0.1567260697,0.017182232,0.1391654728,0.2393207993,0.1017973197,0.1017973197,0.1040616227,0.1020408163,0.5491190478,2.967340867,0.4792408293,2.5897315045,0.3907015516,2.1112811246,0.3933806793,2.1257586505,0.5166801956,2.7920471265,2.8084245267,2.2012808962,2.2632162184,2.7269473062,3.0494800965,65,16,0.9692307692,65,15,0.9730085108,52,21,0.9148269148,52,23,0.8968633705,7.72255029949399E-05,9.96163593353734E-05,0.0001133337,0.0001016476,7.12254239274508E-05,3.44392754097161E-05,-0.000000614,-3.24307259603656E-05,-5.79155978880551E-05,2.84172566100006E-05,8.00723233888674E-05,0.0001203852,0.000136028,0.0001248439,0.000091452,6.08035119982892E-05,3.74003084379819E-05,-1.95011972032298E-05,-0.000016751,-1.31592266423727E-05,-1.00752189674255E-05,-7.05334093343607E-06,-3.02915856922558E-06,8.07630233718027E-07,-2.69973806997111E-06,-6.37778422170198E-06,-9.57583835436361E-06,-1.2842652909544E-05,-1.64683326014074E-05,-1.83731359583609E-05,-1.30012190420918E-05,-0.000009909,-6.71553967365429E-06,-5.97946326163413E-07,-6.54664855843253E-06,-9.74257043292726E-06,-1.2842652909544E-05,2
103,1.3404742734,1.0718639101,0.8529171359,0.7326705686,0.6967269283,0.6932419864,0.667863348,0.7032499343,0.8502595584,0.8420479246,0.6768981153,0.6256894871,0.6362610149,0.6258798302,0.6510655006,0.7760919717,0.991026201,1.2507442397,0.5264390683,0.2919007826,0.1266517174,0.0519606837,0.1638301197,0.29460864,0.4736359124,0.2726297986,0.13247427,0.0454382998,0.1450635613,0.3130350577,0.4459154917,0.1158453886,0.0321297299,0.1436885203,0.3937089658,0.1514901235,0.0718442601,0.1483116556,0.0959763861,0.25068015,0.25068015,0.2552138312,0.2552138312,0.5276005883,2.5299715697,0.4563303868,2.1882138317,0.417966295,2.0042487951,0.4576795483,2.1946833851,0.5555318056,2.6639084664,2.2678983293,1.930197844,1.9452688237,2.2549846457,2.5108613619,56,5,0.9960060548,56,5,0.9960060548,55,23,0.9083633452,50,21,0.9075241044,7.95234927349498E-05,0.0001051015,0.0001315014,0.0001422386,0.0001307434,0.0001040315,6.62507681544826E-05,-4.87694027365444E-06,-8.57128406367627E-05,0.000051715,0.0001336624,0.0001622893,0.0001726919,0.0001612693,0.0001250114,8.641562445425E-05,0.000057329,-2.21308718692222E-05,-1.73205877766737E-05,-1.32014065527356E-05,-1.03431324475287E-05,-7.44628572814214E-06,-4.14594071203803E-06,-1.29533121369546E-07,-4.76109875812792E-06,-0.000008068,-1.11656841842008E-05,-1.42043867599369E-05,-1.78857513905025E-05,-0.000020601,-0.000013604,-1.05491071096427E-05,-7.65352132042418E-06,-1.91539592591194E-06,-7.86077365006232E-06,-1.07548682248654E-05,-1.38045903471361E-05,2
104,1.3850824622,1.0799010565,0.8009221399,0.5926319716,0.4909013982,0.4861527167,0.5876885705,0.7280471991,0.8714975092,0.8878401351,0.7079265002,0.5633193115,0.4698277739,0.4586983954,0.5471125677,0.7479086248,1.0208373833,1.3373635633,0.5041828552,0.3112421963,0.1344127369,0.0335377447,0.1511525725,0.3274226991,0.4958173029,0.3347480232,0.2147463457,0.17786075,0.225602104,0.3559190682,0.4360712926,0.1612778497,0.100961981,0.1768698746,0.421312703,0.1485725873,0.0592869167,0.1546013639,0.1447378091,0.3184400354,0.2988537645,0.3137254902,0.2941176471,0.6095024304,2.1094701938,0.5403409348,1.8701042679,0.4381419014,1.5163963844,0.4432755494,1.5341637907,0.5435762257,1.8813015157,1.673671554,1.4142135624,1.5095772684,1.8714574377,2.0719414028,59,4,0.9976991629,59,21,0.9345117798,47,14,0.9546057138,46,14,0.9525609696,5.19164209716703E-05,7.30991930213827E-05,0.0001050531,0.0001414076,0.0001530596,0.0001215614,4.96655925609211E-05,-1.6804829276078E-05,-7.3751072420877E-05,3.14134616770177E-05,0.0001340947,0.0001926071,0.0001746659,0.0001245581,7.64974045523455E-05,4.82204061408417E-05,3.03960915421802E-05,-2.10541170075802E-05,-1.78934595654086E-05,-1.46472685539683E-05,-1.20036663072608E-05,-0.000008924,-5.2921076191436E-06,-1.90292940750019E-06,-5.63658300830547E-06,-9.26936159678735E-06,-1.25078891502668E-05,-1.52877878197263E-05,-1.84755419335766E-05,-2.00075127372641E-05,-1.48082665104409E-05,-1.21721139669842E-05,-0.000008924,-3.41289610143628E-06,-9.09672082690796E-06,-1.21721139669842E-05,-1.49686935251273E-05,2
105,1.5477965574,1.2365056237,0.9757765619,0.7791578637,0.6674332148,0.6525111675,0.7149704167,0.8564204876,1.0327361466,0.9964963934,0.8730774026,0.7734670423,0.7446696609,0.7886096628,0.8961234712,1.107436271,1.3871409976,1.7013570286,0.4907801579,0.3518408627,0.1996315059,0.0959367793,0.2112788401,0.3640544808,0.5092788365,0.385302936,0.2849176983,0.2320401127,0.2687942431,0.3820645348,0.4143091767,0.1633744482,0.0095936779,0.1845380796,0.4225576802,0.1845380796,0.0583560646,0.1700004061,0.3274523393,0.2448979592,0.2448979592,0.243473508,0.243473508,0.6459855241,3.3570929378,0.5347391382,2.7789616293,0.3722829496,1.9347004144,0.287580776,1.4945155209,0.3959251909,2.0575657079,3.220783132,2.3341235572,2.2774375934,3.0075975717,3.7516248209,52,10,0.9813346786,52,24,0.8871201996,47,17,0.9322937149,52,20,0.9230769231,6.97571814884415E-05,9.21188798981469E-05,0.000117396,0.0001335624,0.0001186615,0.000073158,1.15509365499355E-05,-4.1180626286276E-05,-7.73408136741053E-05,0.000074143,0.0001416315,0.0001567693,0.0001303881,9.30881000780386E-05,5.80819080024647E-05,3.46198962508003E-05,2.00160551824914E-05,-2.0113624064814E-05,-1.80386371482333E-05,-1.51779043425742E-05,-1.2451607517169E-05,-9.62941646134154E-06,-6.44023662136681E-06,-3.62508009348799E-06,-6.10585422678783E-06,-8.95831946375129E-06,-1.19587536200181E-05,-1.50212867410112E-05,-1.78941093612758E-05,-1.90292594117709E-05,-1.51779043425742E-05,-1.22876388810385E-05,-0.000009294,-5.10694337942704E-06,-0.000009294,-1.22876388810385E-05,-1.51779043425742E-05,2
106,1.4606461398,1.1529747144,0.8775565345,0.6491462879,0.5058979759,0.501316658,0.6089315453,0.7552278793,0.9243822431,0.9311322415,0.7882207963,0.6584099221,0.5584639684,0.5521576304,0.6725868753,0.8872680326,1.1746400169,1.4945793067,0.500576464,0.3479149685,0.1623817454,0.0453870776,0.1712723336,0.3456576852,0.4995878328,0.4143917241,0.3535533906,0.3363546877,0.3576086989,0.4179555981,0.4380734776,0.1477696188,0.0462859189,0.1463689273,0.4447933608,0.2057992443,0.1727096092,0.2119143992,0.3816834652,0.1739130435,0.2173913043,0.1961161351,0.1961161351,0.6060324792,2.8004426469,0.525674132,2.4291111584,0.4247739897,1.9628571684,0.3721142036,1.7195192025,0.4758021786,2.1986556136,2.362009414,1.8063041229,2.0846689195,2.6018141742,2.9658467002,55,6,0.9940317769,55,36,0.7560226504,45,18,0.916515139,48,21,0.8992184106,6.29261244005838E-05,0.000084478,0.0001127648,0.0001401941,0.0001367052,7.75626403688665E-05,5.37990066387974E-06,-4.68371757204775E-05,-8.26596144238961E-05,7.26843602799171E-05,0.0001746804,0.0001974721,0.0001379781,7.86556154842949E-05,4.17987635492857E-05,2.197420200331E-05,1.06148934410254E-05,-0.000022091,-2.00424255098167E-05,-1.70628301585888E-05,-1.47129496821371E-05,-1.22597493478856E-05,-8.96712731344006E-06,-6.15864441196438E-06,-0.000008496,-1.17922959173239E-05,-0.000014411,-1.70628301585888E-05,-2.00424255098167E-05,-0.000021277,-1.70628301585888E-05,-1.45621475484301E-05,-1.22597493478856E-05,-7.08866718766391E-06,-1.21041233262131E-05,-1.45621475484301E-05,-1.70628301585888E-05,2
107,1.3938433157,1.0917355036,0.8280086819,0.6127780654,0.4815458542,0.4660480784,0.592378915,0.8002535095,0.9720224206,0.9796302651,0.817059488,0.6077925343,0.4867410356,0.5003041671,0.6211942956,0.8161155707,1.0727682149,1.3568248342,0.5135091855,0.3273843725,0.145521375,0.0201414874,0.1596141392,0.3262672283,0.4864909331,0.3332792383,0.2237428254,0.1893728306,0.2357500653,0.3589482043,0.4414617063,0.150994002,0.0726211655,0.1623858626,0.4057397521,0.1466322413,0.0450377349,0.1554943696,0.2079553705,0.2953732382,0.2976137753,0.2763456581,0.2763456581,0.5688925638,2.4768356881,0.5250139273,2.2857975558,0.4470668799,1.9464329005,0.4442454666,1.9341490745,0.5309160541,2.3114941448,2.468771696,2.0028288557,2.0475590909,2.5830850507,2.9383859207,55,2,0.9993386243,55,21,0.9242374565,47,20,0.9049434178,46,18,0.9202613256,6.18119438701051E-05,8.63763486528757E-05,0.0001205496,0.0001583625,0.0001698511,0.0001221783,3.37068409804363E-05,-3.01907630749315E-05,-0.000069518,3.46292552751162E-05,0.0001392688,0.0002134955,0.0001835363,0.0001262394,7.92663255002842E-05,4.94636021557329E-05,3.07096976238161E-05,-2.23924333848144E-05,-1.91181664706244E-05,-1.54498875421817E-05,-0.000012463,-9.3792524064735E-06,-5.68537153903008E-06,-2.24994349839121E-06,-0.000005879,-9.57354232747718E-06,-0.000012843,-1.59938919864181E-05,-1.94485634387878E-05,-2.11976407906875E-05,-1.56318704943048E-05,-0.000012463,-9.3792524064735E-06,-0.000003954,-9.57354232747718E-06,-1.26531632302468E-05,-1.58132101223388E-05,2
108,1.1516601408,0.8867523305,0.67089531,0.5677150712,0.5654340639,0.5901011897,0.6559606081,0.7974417021,0.9495078685,0.9460231462,0.8078627109,0.6559606081,0.5740036444,0.5391747049,0.5256215379,0.6190773368,0.8276177726,1.0769169623,0.5340905619,0.3321945895,0.1591999671,0.0432058243,0.1591999671,0.3163639635,0.4660347599,0.3323026378,0.221769035,0.1779405447,0.221769035,0.3590945279,0.4667275199,0.14627286,0.0432058243,0.14627286,0.4068094996,0.1546242968,0.0349365553,0.14627286,0.2204702301,0.1799640108,0.1612129156,0.1886129299,0.1666305095,0.5849980294,2.0863131842,0.5692577612,2.0301777315,0.4987234022,1.7786268618,0.4900193843,1.7475852065,0.5612694312,2.0016884765,1.8256185765,1.6372602731,1.6991875566,1.9013481837,1.934093,59,6,0.9948156333,59,20,0.9407924804,47,20,0.9049434178,41,17,0.9099882003,7.28990537698206E-05,0.000099707,0.0001291005,0.0001350842,0.0001113668,7.32686773395606E-05,2.12742261291879E-05,-2.88965757557729E-05,-6.54358908464949E-05,2.91222784529741E-05,0.0001058662,0.000163482,0.0001701253,0.0001449704,9.65517856302884E-05,5.70229395816036E-05,3.32007990813264E-05,-2.13288715435004E-05,-1.77061071264425E-05,-1.39378689206448E-05,-1.06353083930968E-05,-7.61382093277016E-06,-3.83235667654464E-06,-5.24467847992472E-07,-3.83235667654464E-06,-0.000007424,-1.08222696845945E-05,-1.41165365220741E-05,-1.78681917295143E-05,-2.01861324633157E-05,-1.39378689206448E-05,-1.06353083930968E-05,-7.61382093277016E-06,-1.79411614264316E-06,-0.000007424,-1.06353083930968E-05,-1.39378689206448E-05,2
109,1.2075404417,0.9203800031,0.6743793015,0.5000587142,0.4357219267,0.4962081223,0.6216431027,0.7597586632,0.9154758237,0.9351475286,0.7940217401,0.6782572387,0.5915054102,0.5472292006,0.6344207016,0.8028466538,1.0523002359,1.3552730541,0.4690365685,0.3196382908,0.1483223862,0.0176963435,0.1511976251,0.3491385872,0.5309640345,0.4075925466,0.3095595829,0.2921237001,0.3128301122,0.3828304432,0.407880564,0.1483223862,0.0538213276,0.1545266763,0.4690365685,0.1948607695,0.1418469838,0.1940555563,0.3098123878,0.3190767224,0.3190767224,0.2854925554,0.3057848005,0.5474590739,1.6806173449,0.5509221498,1.6912484692,0.5397378012,1.6569141944,0.5528235261,1.6970854096,0.64227184,1.9716783336,1.9356390881,1.7093767249,1.6806932772,1.788653044,1.9615144699,56,2,0.9993620414,56,33,0.8079247161,41,17,0.9099882003,47,19,0.9146461813,6.93070589140472E-05,9.85828038109202E-05,0.0001375803,0.000168181,0.0001460067,7.31642751665651E-05,-0.000000128,-5.00617725430308E-05,-8.13493802971393E-05,4.82532785179962E-05,0.0001443987,0.0001836017,0.0001569195,0.0001038219,6.22055663091517E-05,3.49767651588181E-05,1.88166220801265E-05,-2.14854550127001E-05,-0.000019268,-1.63724311430038E-05,-1.38834654077108E-05,-1.12943793987204E-05,-7.50553992592773E-06,-4.09819171960959E-06,-7.17688700337533E-06,-1.09663653953193E-05,-0.000013724,-1.652350073036E-05,-0.000019268,-2.06023760762243E-05,-1.63724311430038E-05,-0.000013724,-1.11304560817797E-05,-5.22094760198976E-06,-1.11304560817797E-05,-0.000013724,-1.63724311430038E-05,3
110,1.421483457,1.1388730571,0.9071878231,0.7538353096,0.6967661017,0.7053874862,0.7687922699,0.8417723445,0.9578262852,1.0015099232,0.8448440494,0.7402541825,0.6663607861,0.6147143388,0.6649014226,0.8228391217,1.0789653456,1.3761126098,0.5100183589,0.4063712769,0.3396769997,0.2709141846,0.3300067866,0.3856576024,0.4900521465,0.3624286967,0.2451912037,0.1976658177,0.2497705369,0.3811534175,0.4187973942,0.220874971,0.1561821898,0.2056933833,0.3953316355,0.1458177529,0.0103890847,0.1572153798,0.4685465695,0.3403155837,0.3403155837,0.3604177994,0.340645863,0.4873518963,2.1276035422,0.4755164134,2.0759340699,0.4630712124,2.0216027869,0.496903995,2.1693045782,0.606157076,2.6462643353,2.3691740973,1.9550698615,1.9113188337,2.1335184314,2.2382638051,48,26,0.8405933751,48,19,0.9183223684,49,23,0.8829921491,46,20,0.9005354425,9.81745525107105E-05,0.0001214961,0.0001371615,0.0001239137,8.17439384409706E-05,0.000033598,-1.36296983293436E-05,-5.06464839726392E-05,-8.70881630682998E-05,8.28302696033888E-05,0.0001657227,0.0002035197,0.0001883432,0.0001307498,7.43056648844483E-05,4.00729305862638E-05,2.01591688570024E-05,-3.19649355401013E-05,-2.99077684116705E-05,-2.6962055002259E-05,-2.45271732418726E-05,-2.2298874443424E-05,-1.90961399894536E-05,-1.65626434375696E-05,-1.94563475197167E-05,-2.2473388233572E-05,-2.50271905371913E-05,-2.75811386223548E-05,-3.01803779237684E-05,-0.000030843,-2.7118121159809E-05,-2.46945055751574E-05,-2.2473388233572E-05,-1.81929407127044E-05,-2.2473388233572E-05,-2.48611827470937E-05,-2.72733319262477E-05,3
